dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0143-004-R0001,IL-MTFN-001-G-F-0143-004,Memory Books of Arna Cohen,שני ספרי זכרונות של ארנה כהן; 1925;1928,Zwei Erinnerungsbücher von Arna Cohen; 1925; 1928,Two memory books of Arna Cohen; 1925; 1928,Hebrew,ספר זכרונות|Memory Book,,original,Arna Cohen,1925,,,
IL-MTFN-001-G-F-0143-004-R0002,IL-MTFN-001-G-F-0143-004,Memory Book of Lotte Gliksman,"ספר זכרונות של לוטה גליקסמן, בתה של ארנה כהן","Erinnerungsbuch von Lotte Gliksman, Tochter von Erna Cohen","Memory book of Lotte Gliksman, daughter of Erna Cohen",Hebrew,ספר זכרונות|Memory Book,,original,Lotte Gliksman,,,,
IL-MTFN-001-G-F-0145-003-R0001,IL-MTFN-001-G-F-0145-003,Military Booklet of Julius Ehrlich,פנקס צבאי Soldbuch של יוליוס ארליך Julius Ehrlich.,Militärbuch Soldbuch von Julius Ehrlich.,Military booklet Soldbuch of Julius Ehrlich.,German,פנקס|Notepad,,original,Julius Ehrlich,,,,
IL-MTFN-001-G-F-0146-001-R0001,IL-MTFN-001-G-F-0146-001,Diary of Erich Schwartz,"1915/1916, יומן שהתחיל לכבוב אריך שוורץ; יהודי ממשפחה דתית עלה לישראל ב 31.12.1920 ובשלב ראשון הצטרף לייבוש ביצות בחדרה בהיותו בארץ נשלח להדריך נוער ברודגס בגרמניה. מאוחר יותר היתישב בפתח תקווה, שם נפטר.; השתתף במלחמ""ע I; ביומן הוא מתאר את חייו ומשתמש בדברי חכמים יהודים, מצטט בעברית באותיות לטיניות","1915/1916, Tagebuch, das Erich Schwartz zu führen begann; Jude aus einer religiösen Familie, wanderte am 31.12.1920 nach Israel aus und schloss sich zunächst der Trockenlegung der Sümpfe in Hadera an. Während seines Aufenthalts im Land wurde er nach Deutschland geschickt, um Jugendliche in Rodges zu unterrichten. Später ließ er sich in Petach Tikva nieder, wo er verstarb.; nahm am Ersten Weltkrieg teil; im Tagebuch beschreibt er sein Leben und verwendet die Worte jüdischer Weiser, zitiert auf Hebräisch in lateinischen Buchstaben.","1915/1916, Diary started by Erich Schwartz; a Jew from a religious family, immigrated to Israel on 31.12.1920 and initially joined the swamp drainage in Hadera. While in the country, he was sent to instruct youth in Rodges, Germany. Later, he settled in Petach Tikva, where he passed away.; participated in WWI; in the diary, he describes his life and uses the words of Jewish sages, quoting in Hebrew with Latin letters.",Hebrew|German,יומן|Diary,handwriting,original,Erich Schwartz,1915,,,
IL-MTFN-001-G-F-0147-002-R0001,IL-MTFN-001-G-F-0147-002,Lecture by Israel Shiloni on David Wolffsohn,"הרצאתו של ישראל שילוני על חייו של דוד וולפסון בשפות גרמנית, אנגלית ועברית","Israels Shilonis Vortrag über das Leben von David Wolffsohn in den Sprachen Deutsch, Englisch und Hebräisch","Israel Shiloni's lecture on the life of David Wolffsohn in German, English, and Hebrew",Hebrew|English|German,הרצאה|Lecture,,original,David Wolffsohn,,,,
IL-MTFN-001-G-F-0149-001-R0004,IL-MTFN-001-G-F-0149-001,Family Tree with Hebrew Words in German,"אילן יוחסין; התווסף ב-13.02.2011 (נשלח בדוא""ל); 2 עמ' עם מילים עבריות שנכנסו לשפה הגרמנית כפי שהשתמשו יהודי דרום גרמניה. החומר כתוב גרמנית.","Stammbaum; hinzugefügt am 13.02.2011 (per E-Mail gesendet); 2 Seiten mit hebräischen Wörtern, die in die deutsche Sprache eingegangen sind, wie sie von den Juden Süddeutschlands verwendet wurden. Das Material ist auf Deutsch geschrieben.",Family tree; added on 13.02.2011 (sent by email); 2 pages with Hebrew words that entered the German language as used by the Jews of Southern Germany. The material is written in German.,German|Hebrew,לא מזוהה,,original,,,2011-02-13,,2
IL-MTFN-001-G-F-0149-001-R0005,IL-MTFN-001-G-F-0149-001,רשימות תפילה של לוזר/אליעזר רוזנבאום,"הסבא של רות מקובר, לוזר/אליעזר רוזנבאום/בר משה, רשם משנת 1933;1938 ב-9 באב בספר התפילה שלו את המצב ההולך ומתדרדר, עבור היהודים, בגרמניה וסיים תמיד את רשימותיו עם התקווה לעלייה לארץ ישראל.","Der Großvater von Ruth Makover, Luzer/Eliezer Rosenbaum/Bar Mosche, schrieb von 1933 bis 1938 am 9. Aw in seinem Gebetbuch über die sich verschlechternde Situation für die Juden in Deutschland und beendete immer seine Aufzeichnungen mit der Hoffnung auf eine Einwanderung nach Eretz Israel.","Ruth Makover's grandfather, Luzer/Eliezer Rosenbaum/Bar Moshe, recorded from 1933;1938 on the 9th of Av in his prayer book the worsening situation for Jews in Germany and always ended his notes with the hope of immigrating to the Land of Israel.",Hebrew,רשימות|Personal Notes,handwriting,original,לוזר/אליעזר רוזנבאום/בר משה,1933,,,
IL-MTFN-001-G-F-0149-001-R0008,IL-MTFN-001-G-F-0149-001,Ruth Makover's Research on the Wertensleben Family,"באנגלית, רות מקובר כותבת על התחכותה אחרי משפחת ורטנסלבן, מאבותיה, בגרמניה. משפחת ורטנסלבן היתה משפחת אצולה ועדיין לא ברור לרות מקובר איך נוצר הענף היהודי של המשפחה. אנגלית הדפסה.","Auf Englisch schreibt Ruth Makover über ihre Nachforschungen über die Familie Wertensleben, ihre Vorfahren, in Deutschland. Die Familie Wertensleben war eine Adelsfamilie und es ist Ruth Makover noch unklar, wie der jüdische Zweig der Familie entstanden ist. Englisch Schreibmaschine.","In English, Ruth Makover writes about her tracing of the Wertensleben family, her ancestors, in Germany. The Wertensleben family was a noble family and it is still unclear to Ruth Makover how the Jewish branch of the family was formed. English typewritten.",English,Letter,typewriting,original,Ruth Makover,,,,
IL-MTFN-001-G-F-0149-001-R0011,IL-MTFN-001-G-F-0149-001,Service in the Haganah,"4 עמ' על שרותה בהגנה, עברית הדפסה.","4 Seiten über ihren Dienst in der Haganah, Hebräisch, Maschinenschrift.","4 pages about her service in the Haganah, Hebrew, typewritten.",Hebrew,Letter,typewriting,original,,,,,4
IL-MTFN-001-G-F-0150-001-R0003,IL-MTFN-001-G-F-0150-001,Fake ID of Emil Caro,"צילום ת.ז. מזויפת של האב הביולוגי של חיים קראו; התורם. אמיל קארו; Emil Caro ניצל בשואה בעקבות קשריו אל אישה גרמניה חלהלן תעודתו המזוייפת ע""ש אריך קולין Erich Colin, הנ""ל גדל זקן דכי חטשטש זהותו.","Foto eines gefälschten Personalausweises des biologischen Vaters von Chaim Karu; der Spender. Emil Caro; Emil Caro überlebte den Holocaust aufgrund seiner Verbindungen zu einer deutschen Frau. Hier ist sein gefälschter Ausweis auf den Namen Erich Colin. Der oben genannte ließ sich einen Bart wachsen, um seine Identität zu verschleiern.",Photo of a fake ID of Chaim Karu's biological father; the donor. Emil Caro; Emil Caro survived the Holocaust due to his connections to a German woman. Here is his fake ID in the name of Erich Colin. The aforementioned grew a beard to obscure his identity.,German|Hebrew,תצלום|Photograph,photography,copy,Emil Caro,,,,
IL-MTFN-001-G-F-0152-001-R0002,IL-MTFN-001-G-F-0152-001,Personal Interview with Chaim Victor,"ראיון אישי/כתוב, עם חיים ויקטור.",Persönliches/geschriebenes Interview mit Chaim Victor.,Personal/written interview with Chaim Victor.,Hebrew,Interview,,original,Chaim Victor,,,,
IL-MTFN-001-G-F-0152-001-R0005,IL-MTFN-001-G-F-0152-001,Pages in Memory of Chaim Victor,דפים בעברית לזכרו של חיים ויקטור.,Seiten auf Hebräisch zum Gedenken an Chaim Victor.,Pages in Hebrew in memory of Chaim Victor.,Hebrew,לא מזוהה,,other,Chaim Victor,,,,
IL-MTFN-001-G-F-0155-001-R0001,IL-MTFN-001-G-F-0155-001,Family tree of R. Moses Witzenhausen,Stammbaum des R. Moses Witzenhausen; Frenkel. Vorfahren und Nachkommen;. אילן יוחסין של ר. מוזס ויצנהאוזן; פרנקל; אבות וצאצאים.,Stammbaum des R. Moses Witzenhausen; Frenkel. Vorfahren und Nachkommen.,Family tree of R. Moses Witzenhausen; Frenkel; Ancestors and Descendants.,German|Hebrew,לא מזוהה,,original,,,,,
IL-MTFN-001-G-F-0155-001-R0002,IL-MTFN-001-G-F-0155-001,Lucie Mandelstam Memories,Lucie Mandelstam; Erinnerungen; לוסי מנדלשטם; זכרונות.,Lucie Mandelstam; Erinnerungen,Lucie Mandelstam; Memories,German|Hebrew,לא מזוהה,,original,Lucie Mandelstam,,,,
IL-MTFN-001-G-F-0155-001-R0003,IL-MTFN-001-G-F-0155-001,Family Tree of the Stern Family,Stammtafel der Familie Stern; אילן יוחסין של משפחת שטרן.,Stammbaum der Familie Stern,Family tree of the Stern family,Hebrew,לא מזוהה,,original,Stern,,,,
IL-MTFN-001-G-F-0161-001-R0005,IL-MTFN-001-G-F-0161-001,Registration at Symposium on German Jewish Heritage,"1985, רישום של דוסח בסימפוזיון על מורשת יהדות גרמניה","1985, Registrierung von Dossach im Symposium über das Erbe des deutschen Judentums","1985, Registration of Dossach at the symposium on the heritage of German Jewry",Hebrew|German,רשימה|List,handwriting,original,,1985,,,
IL-MTFN-001-G-F-0161-001-R0008,IL-MTFN-001-G-F-0161-001,Memories of Otto Warburg by Hanna Lesch,זיכרונות על סבא שלה אוטו ורבורג כתבה חנה לש,"Erinnerungen an ihren Großvater Otto Warburg, geschrieben von Hanna Lesch","Memories of her grandfather Otto Warburg, written by Hanna Lesch",Hebrew,רשימות|Personal Notes,,original,Otto Warburg,,,,
IL-MTFN-001-G-F-0161-001-R0011,IL-MTFN-001-G-F-0161-001,Notes on Otto Warburg Lecture,"הערות של ישראל שילוני להרצאתו על א. ורבורג 'אוטו ורבורג, הנשיא הנשכח של נהריה'","Anmerkungen von Israel Shiloni zu seinem Vortrag über A. Warburg 'Otto Warburg, der vergessene Präsident von Nahariya'","Notes by Israel Shiloni for his lecture on A. Warburg 'Otto Warburg, the forgotten president of Nahariya'",Hebrew,הרצאה|Lecture,handwriting,original,Israel Shiloni,,,,
IL-MTFN-001-G-F-0163-001-R0001,IL-MTFN-001-G-F-0163-001,Memories of Dr. Max Rosenberg,"בלי תאריך, זכרונות של הרופאה דר מקס רוזנברג Dr. Max Rosenberg. הוא עלה 1924 לפלשתינה, עכו ועבד כרופאה. מודפס, גרמנית","Ohne Datum, Erinnerungen der Ärztin Dr. Max Rosenberg. Er wanderte 1924 nach Palästina aus, Akko und arbeitete als Arzt. Gedruckt, Deutsch","Without date, memories of the doctor Dr. Max Rosenberg. He immigrated to Palestine in 1924, Acre and worked as a doctor. Printed, German",German,רשימות|Personal Notes,typewriting,original,Dr. Max Rosenberg,,,,
IL-MTFN-001-G-F-0166-001-R0003,IL-MTFN-001-G-F-0166-001,Postcards from Zionist Friends in Germany,גלויות מאת חברים פעילים ציונים בגרמניה.,Postkarten von aktiven zionistischen Freunden in Deutschland.,Postcards from active Zionist friends in Germany.,Hebrew|German,גלויה|Postcard,,original,,,,,
IL-MTFN-001-G-F-0166-001-R0012,IL-MTFN-001-G-F-0166-001,"S. Perski from Chelb, Poland",ש. פרסקי S. Perski מחלב Chelb (פולין).,S. Perski aus Chelb (Polen).,S. Perski from Chelb (Poland).,Unspecified,לא מזוהה,,other,S. Perski,,,,
IL-MTFN-001-G-F-0166-001-R0013,IL-MTFN-001-G-F-0166-001,"P. Scheinberg from France, 1923","פ. שיינברג P. Scheinberg מצרפת, 1923.","P. Scheinberg aus Frankreich, 1923.","P. Scheinberg from France, 1923.",Unspecified,Letter,,original,P. Scheinberg,1923,,,
IL-MTFN-001-G-F-0166-001-R0014,IL-MTFN-001-G-F-0166-001,מכתב מחיים לוי על חייו החדשים בדרום אפריקה,"חיים לוי מיוהנסבורג, 1927. הנ""ל הכיר את אוריה מגרמניה, הגר לדרום אפריקה וכותב עד כמה הוא מרוצה מחייו החדשים. בין היתר הוא סטודנט. במכתב יש תיאור פילוסופי על מהות החיים והגורל. כותב בעברית.","Chaim Levi aus Johannesburg, 1927. Er kannte Uriah aus Deutschland, der nach Südafrika ausgewandert ist und schreibt, wie zufrieden er mit seinem neuen Leben ist. Unter anderem ist er Student. Der Brief enthält eine philosophische Beschreibung über die Natur des Lebens und des Schicksals. Geschrieben auf Hebräisch.","Chaim Levi from Johannesburg, 1927. He knew Uriah from Germany, who emigrated to South Africa and writes how satisfied he is with his new life. Among other things, he is a student. The letter contains a philosophical description of the nature of life and fate. Written in Hebrew.",Hebrew,מכתב|Letter,handwriting,original,חיים לוי,1927,,,
IL-MTFN-001-G-F-0166-001-R0016,IL-MTFN-001-G-F-0166-001,שמואל הורביץ Hurwitz תחילת המאה ה-20,שמואל הורביץ Hurwitz תחילת המאה ה-20.,Samuel Horowitz Hurwitz Anfang des 20. Jahrhunderts.,Samuel Horowitz Hurwitz early 20th century.,Unspecified,לא מזוהה,,original,שמואל הורביץ,,,,
IL-MTFN-001-G-F-0166-001-R0017,IL-MTFN-001-G-F-0166-001,"Letters from Moshe and Lea, 1932",האח משה והאחות לאה כותבים מארץ ישראל ב-1932 ושולחים תמונות שלהם.,Bruder Moshe und Schwester Lea schreiben aus Israel im Jahr 1932 und schicken ihre Fotos.,Brother Moshe and Sister Lea write from Israel in 1932 and send their pictures.,Hebrew,מכתב|Letter,handwriting,original,,1932,,,
IL-MTFN-001-G-F-0166-001-R0022,IL-MTFN-001-G-F-0166-001,"Leon Kesten Document, Tarnopol, 1932","לאון קסטן Leon Kesten, טרנופול Tarnopol, 1932, כתוב בגרמנית.","Leon Kesten, Tarnopol, 1932, in Deutsch geschrieben.","Leon Kesten, Tarnopol, 1932, written in German.",German,Letter,handwriting,original,Leon Kesten,1932,,,
IL-MTFN-001-G-F-0170-001-R0001,IL-MTFN-001-G-F-0170-001,Diary Pages of Painter Ernst Levy,"לנה Lena חלק מתוך הסיפור: ארנסט ויוהנס, דפי יומן של הצייר ארנסט לוי. סיפור על אחותו של יוהנס, חברו הטוב של הצייר, הילדה לנה שנפטרה ממחלת ריאות. ביקור של ארנסט בביתו וכפרו של יוהנס לחג ה Pfingsten התרשמותיו העמוקות מביתו, הוריו של יוהנס וחיימ.","Lena, Teil der Geschichte: Ernst und Johannes, Tagebuchseiten des Malers Ernst Levy. Eine Geschichte über die Schwester von Johannes, dem besten Freund des Malers, das Mädchen Lena, die an einer Lungenkrankheit starb. Besuch von Ernst im Haus und Dorf von Johannes zum Pfingstfest, seine tiefen Eindrücke vom Haus, den Eltern von Johannes und ihrem Leben.","Lena, part of the story: Ernst and Johannes, diary pages of the painter Ernst Levy. A story about the sister of Johannes, the painter's best friend, the girl Lena who died of a lung disease. Visit of Ernst to the house and village of Johannes for the Pentecost holiday, his deep impressions of the house, Johannes' parents, and their lives.",Hebrew,יומן|Diary,,original,,,,,
IL-MTFN-001-G-F-0170-001-R0002,IL-MTFN-001-G-F-0170-001,Thoughts on Jesus and Friendship with Johannes,"מחשבות, משפטים, על ישו, גאולה ומלכות השמים לא מחובר, לא מסודר; חלק מחשבות, מחשבות ודברים על הידידות עם יוהנס, בריכה? אין המשך של המחשבות / דיאלוגים.","Gedanken, Sätze, über Jesus, Erlösung und das Himmelreich nicht verbunden, nicht geordnet; einige Gedanken, Gedanken und Dinge über die Freundschaft mit Johannes, Pool? Keine Fortsetzung der Gedanken / Dialoge.","Thoughts, sentences, about Jesus, redemption and the kingdom of heaven not connected, not organized; some thoughts, thoughts and things about friendship with Johannes, pool? No continuation of the thoughts / dialogues.",Hebrew,רשימות|Personal Notes,,other,,,,,
IL-MTFN-001-G-F-0170-001-R0005,IL-MTFN-001-G-F-0170-001,Diary Pages of Painter Ernst Levy,"רשימת שמות של תמונות, נושאי שיחות; בלי תאריך, לנה; Lena, חלק מתוך הסיפור 'ארנסט ויוהנס' דפי יומן של הצייר ארנסט לוי. סיפור על אחותו של יוהנס, חברתו בטוב של הצייר, הילדה לנה נפתרה ממחלה ממחלת ריאות. ביקור של ארנסט בביתו וכפו של יוהנסמלחג בPfingsten התרשמותיו העמוקות מביתו, הוריו של יוהנס וחייהם.","Liste von Bildnamen, Gesprächsthemen; ohne Datum, Lena; Lena, Teil der Geschichte 'Ernst und Johannes' Tagebuchseiten des Malers Ernst Levy. Geschichte über die Schwester von Johannes, seine gute Freundin des Malers, das Mädchen Lena starb an einer Lungenerkrankung. Besuch von Ernst in seinem Haus und Johannes' Hand an Pfingsten, seine tiefen Eindrücke von seinem Haus, Johannes' Eltern und ihrem Leben.","List of picture names, conversation topics; no date, Lena; Lena, part of the story 'Ernst and Johannes' diary pages of the painter Ernst Levy. Story about Johannes' sister, the painter's good friend, the girl Lena died of a lung disease. Visit of Ernst to his house and Johannes' hand at Pentecost, his deep impressions of his house, Johannes' parents and their lives.",Hebrew|German,רשימה|List,,original,Ernst Levy,,,,
IL-MTFN-001-G-F-0180-001-R0002,IL-MTFN-001-G-F-0180-001,Diary of the girl Strauss,"יומן של הילדה שטראוס 1936;1945, בהוצאה פרטית.","Tagebuch von dem Mädchen Strauss 1936;1945, in privater Ausgabe.","Diary of the girl Strauss 1936;1945, in private edition.",Hebrew,יומן|Diary,,original,Strauss,1936,1945,,
IL-MTFN-001-G-F-0183-001-R0001,IL-MTFN-001-G-F-0183-001,Military Booklet of Walter Priesem,"פנקס צבאי של ולטר פריזם עליו מצוין, שהנ""ל היה בשרות הטלגרף Telegraphisten. גויס ב-1918.","Militärbuch von Walter Priesem, auf dem vermerkt ist, dass er im Telegraphendienst war. Eingezogen 1918.","Military booklet of Walter Priesem, indicating that he was in the telegraph service. Drafted in 1918.",German,פנקס|Notepad,,original,Walter Priesem,1918,,,
IL-MTFN-001-G-F-0183-001-R0005,IL-MTFN-001-G-F-0183-001,Notebooks of Walter Prism from British Army Service,"שני פנקסים של ולטר פריזם משרותו בצבא הבריטי במלח""ע II.",Zwei Notizbücher von Walter Prism aus seinem Dienst in der britischen Armee im Zweiten Weltkrieg.,Two notebooks of Walter Prism from his service in the British Army in World War II.,Hebrew|English,פנקס|Notepad,handwriting,original,Walter Prism,,,,
IL-MTFN-001-G-F-0183-001-R0015,IL-MTFN-001-G-F-0183-001,Prizm Family Book,ספר משפחת פריזם. הרישומים בספר מתחילים אצל ולטר פריזם.,Das Buch der Familie Prizm. Die Aufzeichnungen im Buch beginnen bei Walter Prizm.,The Prizm Family Book. The records in the book start with Walter Prizm.,Hebrew,ספר|Book,,original,Walter Prizm,,,,
IL-MTFN-001-G-F-0184-001-R0001,IL-MTFN-001-G-F-0184-001,Life Diaries of Mariana Konra,"יומני חיים של מריאנה קונרה לבית דוידסון מהשנים 1915;1938 ומ- 1938;1959. היומנים מודפסים (ע""י קרלה וולף) לנוחות הקריאה + סיכום מתומצת בעברית ( ע""י קרלה וולף).","Lebenstagebücher von Mariana Konra, geborene Davidson, aus den Jahren 1915;1938 und 1938;1959. Die Tagebücher sind zur besseren Lesbarkeit gedruckt (von Karla Wolf) + eine zusammengefasste Zusammenfassung auf Hebräisch (von Karla Wolf).","Life diaries of Mariana Konra, née Davidson, from the years 1915;1938 and 1938;1959. The diaries are printed (by Karla Wolf) for ease of reading + a summarized summary in Hebrew (by Karla Wolf).",Hebrew,יומן|Diary,typewriting,copy,Mariana Konra,1915,,,
IL-MTFN-001-G-F-0184-001-R0002,IL-MTFN-001-G-F-0184-001,Diaries of Mariana,מתוך היומנים מתקבל הרושם שמריאנה סבלה מחוסר שביעות רצון לאורך תקופות ארוכות בחייה.,"Aus den Tagebüchern entsteht der Eindruck, dass Mariana über lange Zeiträume in ihrem Leben unzufrieden war.","From the diaries, it appears that Mariana suffered from dissatisfaction over long periods in her life.",Hebrew,יומן|Diary,handwriting,original,Mariana,,,,
IL-MTFN-001-G-F-0184-001-R0003,IL-MTFN-001-G-F-0184-001,ספר זכרונות של מריאנה,ספר זכרונות של מריאנה מהשנים 1925;1931; תקציר קורות חיים של מריאנה מ-1931 אותו היא כותבת עבור קבלתה לקורס (לא ברור איזה).,"Erinnerungsbuch von Mariana aus den Jahren 1925; 1931; Lebenslauf von Mariana aus dem Jahr 1931, den sie für die Aufnahme in einen Kurs schreibt (nicht klar welcher).",Memory book of Mariana from the years 1925; 1931; Summary of Mariana's biography from 1931 which she writes for her acceptance into a course (unclear which).,Hebrew,ספר זכרונות|Memory Book|קורות חיים|Biography,,original,מריאנה,1931,,,
IL-MTFN-001-G-F-0184-001-R0004,IL-MTFN-001-G-F-0184-001,Diaries in the form of letters by Angi Kantorowicz,"2 יומנים בצורת מכתבים 1933;1939 ו;1943 שכותבת אנג'י קנטורוביץ Angi Kantorowicz לחברותיה :; יהודית לדרמן Judith Ledermann, גרדה קרונה Gerda Krone, הדי בר Heddi Bär.","2 Tagebücher in Form von Briefen 1933; 1939 und; 1943, geschrieben von Angi Kantorowicz an ihre Freundinnen: Judith Ledermann, Gerda Krone, Heddi Bär.","2 diaries in the form of letters 1933; 1939 and; 1943 written by Angi Kantorowicz to her friends: Judith Ledermann, Gerda Krone, Heddi Bär.",Hebrew|German,מכתב|Letter|יומן|Diary,,original,Angi Kantorowicz,1933,,,
IL-MTFN-001-G-F-0184-003-R0003,IL-MTFN-001-G-F-0184-003,Letter from Oha Peters to Micha Pietrkowski,מכתב מאוה פיטרס אל בנה מיכה פיטרקובסקי,Brief von Oha Peters an ihren Sohn Micha Pietrkowski,Letter from Oha Peters to her son Micha Pietrkowski,Hebrew,מכתב|Letter,handwriting,original,Micha Pietrkowski,,,,
IL-MTFN-001-G-F-0184-003-R0012,IL-MTFN-001-G-F-0184-003,Letters to Mariana from Dr. Clara Davidson,"מכתבים אל מריאנה מאת אמה ד""ר קלרה דוידסון משנות ה-30 וה;40 למאה ה;20.",Briefe an Mariana von ihrer Mutter Dr. Clara Davidson aus den 30er und 40er Jahren des 20. Jahrhunderts.,Letters to Mariana from her mother Dr. Clara Davidson from the 1930s and 40s of the 20th century.,Hebrew,מכתב|Letter,handwriting,original,Dr. Clara Davidson,1930,,,
IL-MTFN-001-G-F-0184-004-R0002,IL-MTFN-001-G-F-0184-004,"Mariana's Biography Summary for School, 1931","מריאנה כותבת ב-1931 תקציר של קורות חייה עבור בי""ס;",Mariana schreibt 1931 eine Zusammenfassung ihres Lebenslaufs für die Schule.,Mariana writes in 1931 a summary of her biography for the school.,Hebrew,Biography,,original,,1931,,,
IL-MTFN-001-G-F-0184-005-R0001,IL-MTFN-001-G-F-0184-005,Manuscript titled 'J' dedicated to Hans,"למנוסקריפט נתנה את הכותרת ""J"" והקדישה אותו לאחיה הנס, היא כותבת: To my brother Hans to help him find ""le temps perdu"" Marie Sackin. היא מוסיפה את המשפט In August 1936 German Police Station were instructed to stamp the passports of german Jews with a red ""J.; מתוך תוכן העיניינים: בית הוריה בהילדסהיים, מציינת אישים רבים שהשפיעו על חייה ביניהם גם את רופא א.א.ג גאורג קרבס Georg Krebs אביו של סיר הנס קרבס Sir Hans Krebs בעל פרס נובל. אודיסיאת ההגירה שווייץ, הולנד, צרפת אמריקה וההתיישבות באנגליה ב-1936.","Dem Manuskript wurde der Titel ""J"" gegeben und es wurde ihrem Bruder Hans gewidmet. Sie schreibt: An meinen Bruder Hans, um ihm zu helfen, ""le temps perdu"" zu finden. Marie Sackin. Sie fügt den Satz hinzu: Im August 1936 wurden die deutschen Polizeistationen angewiesen, die Pässe deutscher Juden mit einem roten ""J"" zu stempeln.; Aus dem Inhaltsverzeichnis: Das Elternhaus in Hildesheim, sie erwähnt viele Persönlichkeiten, die ihr Leben beeinflusst haben, darunter auch den HNO-Arzt Georg Krebs, den Vater von Sir Hans Krebs, Nobelpreisträger. Die Odyssee der Emigration in die Schweiz, die Niederlande, Frankreich, Amerika und die Ansiedlung in England im Jahr 1936.","The manuscript was given the title ""J"" and dedicated to her brother Hans. She writes: To my brother Hans to help him find ""le temps perdu"" Marie Sackin. She adds the sentence: In August 1936, German Police Stations were instructed to stamp the passports of German Jews with a red ""J"".; From the table of contents: Her parents' house in Hildesheim, she mentions many people who influenced her life, including the ENT doctor Georg Krebs, the father of Sir Hans Krebs, Nobel Prize winner. The odyssey of emigration to Switzerland, the Netherlands, France, America, and settlement in England in 1936.",German|English,Letter,,original,Hans Krebs,1936,,,
IL-MTFN-001-G-F-0185-001-R0009,IL-MTFN-001-G-F-0185-001,Professional Activities of Manfred Garson,"2 דפים באנגלית עם פירוט פעילותו המקצועית של מנפרד גרזון בשנים 1931;1982. החומר הוכן ע""י פרופ' רות אניס במסגרת מחקר שעשתה (ראה מכתב מצורף) ונשלח אל הבת יהודית.",2 Seiten auf Englisch mit Details zu den beruflichen Aktivitäten von Manfred Garson in den Jahren 1931;1982. Das Material wurde von Prof. Ruth Enis im Rahmen einer von ihr durchgeführten Forschung vorbereitet (siehe beigefügten Brief) und an die Tochter Judith gesendet.,2 pages in English detailing the professional activities of Manfred Garson in the years 1931;1982. The material was prepared by Prof. Ruth Enis as part of a research she conducted (see attached letter) and sent to the daughter Judith.,English,Letter,typewriting,original,Manfred Garson,,,,2
IL-MTFN-001-G-F-0185-001-R0010,IL-MTFN-001-G-F-0185-001,Details for Descendants of Alphonse Garzon,"צורף ביוני 2009:; פירוט שכתבה יהודית ועדי לצאצאים של אלפונס גרזון ורעייתו הגרמניה טרודל, שהשתתפה במחאה של 1943 ברחוב השושנים Rosenstrasse בברלין והצליח להביא לשיחרור של בעלה אלפונסץ","Hinzugefügt im Juni 2009:; Details, die von Judith und Adi für die Nachkommen von Alphonse Garzon und seiner deutschen Frau Trudel geschrieben wurden, die 1943 an dem Protest in der Rosenstraße in Berlin teilnahm und es schaffte, die Freilassung ihres Mannes Alphonse zu erreichen.","Added in June 2009:; Details written by Judith and Adi for the descendants of Alphonse Garzon and his German wife Trudel, who participated in the 1943 protest on Rosenstrasse in Berlin and managed to secure the release of her husband Alphonse.",Hebrew|German,Letter,,original,Alphonse Garzon,,2009-06,,
IL-MTFN-001-G-F-0185-002-R0008,IL-MTFN-001-G-F-0185-002,Family Roots Work Booklet by Henry Birnbrey,"ללא תאריך, חוברת עבודת שורשים באנגלית שנעשתה ע""י הנרי בירנבריי Henry Birnbrey מאטלנטה ארה""ב. בחוברת מופיעות בין היתר גם המשפחות: בינבריי, גרזון, לוי Birnbrey, Gerson, Levy. בחוברת יש גם צילומי תעודות שונות. בחוברת רשימה ארוכה של הנספים בשואה.","Ohne Datum, eine Stammbaum-Arbeitsbroschüre auf Englisch, erstellt von Henry Birnbrey aus Atlanta, USA. In der Broschüre erscheinen unter anderem auch die Familien: Birnbrey, Gerson, Levy. In der Broschüre gibt es auch Fotos von verschiedenen Zertifikaten. In der Broschüre gibt es eine lange Liste von Holocaust-Opfern.","Undated, a family roots work booklet in English made by Henry Birnbrey from Atlanta, USA. The booklet includes, among others, the families: Birnbrey, Gerson, Levy. The booklet also contains photographs of various certificates. The booklet includes a long list of Holocaust victims.",English,חוברת|Booklet,print,original,Henry Birnbrey,,,,
IL-MTFN-001-G-F-0185-003-R0001,IL-MTFN-001-G-F-0185-003,Booklet with Diary Photo from 1914-1915,"חוברת עם צילום יומן 1914;1915 אותו כתב בעת מלח""ע I שתורגם לעברית (בכתב יד) ע""י חיים שפיגל מגבעת ברנר.","Broschüre mit einem Foto eines Tagebuchs von 1914;1915, das während des Ersten Weltkriegs geschrieben und von Chaim Spiegel aus Givat Brenner ins Hebräische (handschriftlich) übersetzt wurde.","Booklet with a photo of a diary from 1914;1915, written during World War I and translated into Hebrew (handwritten) by Chaim Spiegel from Givat Brenner.",Hebrew|German,חוברת|Booklet|מסמך מתורגם|Translated Document,print,copy,Chaim Spiegel,1914,,,
