dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0267-003-R0007,IL-MTFN-001-G-F-0267-003,Folder with Explanations on Newspaper Production at Axel Springer,תיקיה עם הסברים בגרמנית איך נוצר העיתון בהוצאת אקסל שפרינגר בהמבורג; So entsteht die Zeitung im Verlagshaus Axel Springer.,"Eine Mappe mit Erklärungen auf Deutsch, wie die Zeitung im Verlagshaus Axel Springer in Hamburg entsteht; So entsteht die Zeitung im Verlagshaus Axel Springer.",A folder with explanations in German on how the newspaper is produced at the Axel Springer publishing house in Hamburg; So entsteht die Zeitung im Verlagshaus Axel Springer.,German,Manual,,original,Axel Springer,,,,
IL-MTFN-001-G-F-0267-013-R0004,IL-MTFN-001-G-F-0267-013,Catalog of Otto Lilien's Lectures 1933-1939,קטלוג באנגלית על: 1. ההרצאות שנתן אוטו ליליין בכל בעולם בין השנים 1933;1939.,"Katalog auf Englisch über: 1. Die Vorträge, die Otto Lilien weltweit zwischen 1933 und 1939 gehalten hat.",Catalog in English about: 1. The lectures given by Otto Lilien worldwide between the years 1933 and 1939.,English,קטלוג|Catalog,print,original,Otto Lilien,,,,
IL-MTFN-001-G-F-0267-014-R0001,IL-MTFN-001-G-F-0267-014,"Catalog of Correspondences of Families Eisler, Magnus, and Lilien","2 דפים (קטלוג) עם רישום כל ההתכתבויות של משפחות: איזלר & מגנוס & ליליין, שנמצאות בארכיון המרכזי של העם היהודי בירושלים.","2 Seiten (Katalog) mit einer Auflistung aller Korrespondenzen der Familien: Eisler & Magnus & Lilien, die im Zentralarchiv des jüdischen Volkes in Jerusalem aufbewahrt werden.","2 pages (catalog) with a record of all correspondences of the families: Eisler & Magnus & Lilien, located in the Central Archives of the Jewish People in Jerusalem.",Hebrew,קטלוג|Catalog,print,original,,,,,2
IL-MTFN-001-G-F-0267-025-R0015,IL-MTFN-001-G-F-0267-025,Family Relationship Table: Lilien and Ehrenberg,טבלת יוחסין של הקרבה המשפחתית בין משפחת ליליין למשפחת ארנברג Ehrenberg.,Stammbaum der familiären Beziehung zwischen der Familie Lilien und der Familie Ehrenberg.,Genealogical table of the family relationship between the Lilien family and the Ehrenberg family.,Hebrew,טבלה|Table,,original,,,,,
IL-MTFN-001-G-F-0271-001-R0006,IL-MTFN-001-G-F-0271-001,School of Forestry in Ben Shemen,"מס 6. ביה""ס ליערנות בבן שמן",Nr. 6. Schule für Forstwirtschaft in Ben Shemen,No. 6. School of Forestry in Ben Shemen,Hebrew,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0013,IL-MTFN-001-G-F-0271-001,"Water Plant for Orchard Irrigation, Petah Tikva","מס 13. ממפעל מיים להשקיות פרדסים, פתח תקווה","Nr. 13. Von einer Wasseranlage zur Bewässerung von Obstgärten, Petach Tikwa","No. 13. From a water plant for orchard irrigation, Petah Tikva",Hebrew,Unrecognized,,original,,,,,
IL-MTFN-001-G-F-0271-001-R0014,IL-MTFN-001-G-F-0271-001,New Construction in Tel Aviv,"מס 14. בניה חדשה בתל אביב, בית לפועל העברי במחיר של 6 לירות ישראליות למר","Nr. 14. Neuer Bau in Tel Aviv, Haus für den hebräischen Arbeiter zum Preis von 6 israelischen Pfund pro Meter","No. 14. New construction in Tel Aviv, house for the Hebrew worker at the price of 6 Israeli pounds per meter",Hebrew,Unrecognized,,original,,,,,
IL-MTFN-001-G-F-0271-001-R0015,IL-MTFN-001-G-F-0271-001,Jewish Workers in Land Work,מס 15. פועלים יהודים בעבודות קרקע,Nr. 15. Jüdische Arbeiter bei der Bodenarbeit,No. 15. Jewish workers in land work,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0019,IL-MTFN-001-G-F-0271-001,Jewish Farmers,מס 28. עובדי אדמה יהודים,Nummer 28. Jüdische Landarbeiter,Number 28. Jewish Farmers,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0023,IL-MTFN-001-G-F-0271-001,Jewish construction workers - Shemen factory,"פועלי בניין יהודים - בית חרושת ""שמן""","Jüdische Bauarbeiter - Fabrik ""Shemen""","Jewish construction workers - ""Shemen"" factory",Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0024,IL-MTFN-001-G-F-0271-001,Road Paving,סלילת כביש,Straßenbau,Road paving,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0027,IL-MTFN-001-G-F-0271-001,Mograbi Cinema,קולנוע מוגרבי,Mograbi Kino,Mograbi Cinema,Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0029,IL-MTFN-001-G-F-0271-001,City Hall,בניין העירייה,Rathaus,City Hall,Unspecified,לא מזוהה,,other,,,,,
IL-MTFN-001-G-F-0271-001-R0031,IL-MTFN-001-G-F-0271-001,"בית הכנסת ה""החדשה""","בית הכנסת ה""החדשה""","Die Synagoge ""Die Neue""","The synagogue ""The New""",Hebrew,לא מזוהה,,original,,,,,
IL-MTFN-001-G-F-0271-001-R0035,IL-MTFN-001-G-F-0271-001,Tobacco Cultivation in Nachalat Yehuda,"גידול טבק, נחלת יהודה","Tabakanbau, Nachalat Jehuda","Tobacco cultivation, Nachalat Yehuda",Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0276-006-R0004,IL-MTFN-001-G-F-0276-006,Name List of Group/Delegation Members,רשימה שמית של חברי הקבוצה/משלחת.,Namentliche Liste der Gruppen-/Delegationsmitglieder.,A name list of the group/delegation members.,Unspecified,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0276-009-R0005,IL-MTFN-001-G-F-0276-009,Circulars of the Society for Christian-Jewish Cooperation,מספר חוזרים של האגודה לשיתוף פעולה נוצרי;יהודי.,Mehrere Rundschreiben der Gesellschaft für christlich-jüdische Zusammenarbeit.,Several circulars of the Society for Christian-Jewish Cooperation.,Hebrew|עברית,מכתב|Letter,,other,,,,,
IL-MTFN-001-G-F-0279-001-R0002,IL-MTFN-001-G-F-0279-001,Documents of Orient Shipping Agency Kobner & Jellinek,מסמכים של חברת ספנות שיש לה משרד בחיפה Orient Shipping Agency Kobner & Jellinek שבאמצעותה העביר תלהיימר סחורות לארץ בעיקר את כל הנדרש להקמתה של רפת ב- 1936/37.,"Dokumente der Schifffahrtsgesellschaft mit einem Büro in Haifa, Orient Shipping Agency Kobner & Jellinek, durch die Thalheimer Waren nach Israel transportierte, hauptsächlich alles Notwendige für den Aufbau eines Stalls in den Jahren 1936/37.","Documents of the shipping company with an office in Haifa, Orient Shipping Agency Kobner & Jellinek, through which Thalheimer transported goods to Israel, mainly everything needed for the establishment of a barn in 1936/37.",Hebrew,מסמך מתורגם|Translated Document,,original,Orient Shipping Agency Kobner & Jellinek,1936,,,
IL-MTFN-001-G-F-0279-001-R0010,IL-MTFN-001-G-F-0279-001,"Documents from German Immigrants Association, Anglo-Palestine Bank, and Haavara","מהתאחדות עולי גרמניה, 1937, בחיפה; מבנק אנגלו;פלשתינה בירושלים, 1935; מ'העברה' תל;אביב, 1936, 1937","Von der Vereinigung der deutschen Einwanderer, 1937, in Haifa; Von der Anglo-Palästina Bank in Jerusalem, 1935; Von 'Haavara' Tel Aviv, 1936, 1937","From the Association of German Immigrants, 1937, in Haifa; From the Anglo-Palestine Bank in Jerusalem, 1935; From 'Haavara' Tel Aviv, 1936, 1937",Hebrew,Letter,,other,,,,,
IL-MTFN-001-G-F-0303-001-R0006,IL-MTFN-001-G-F-0303-001,Photograph of Memorandum for Kibbutz Membership Candidates,"צילום ""זכרון דברים"" למועמדי חברות בקיבוץ.","Fotografie eines ""Memorandums"" für Kandidaten der Mitgliedschaft im Kibbuz.","Photograph of a ""Memorandum"" for candidates for kibbutz membership.",Hebrew,Photograph|Translated Document,photography,copy,,,,,
IL-MTFN-001-G-F-0314-001-R0007,IL-MTFN-001-G-F-0314-001,Invitation to Lectures by Centralverein deutscher Staatsbürger jüdischen Glaubens E.V.,"12.12.1932, מאת איגוד אזרחים גרמנים יהודים Centralverein deutscher Staatsbürger jüdischen glaubens E.V. הזמנה לכמה הרצאות של הארגון Eugenik","12.12.1932, von dem Verband der deutschen Staatsbürger jüdischen Glaubens Centralverein deutscher Staatsbürger jüdischen Glaubens E.V. Einladung zu mehreren Vorträgen der Organisation Eugenik","12.12.1932, by the Association of German Jewish Citizens Centralverein deutscher Staatsbürger jüdischen Glaubens E.V. Invitation to several lectures of the organization Eugenics",German,הזמנה|Invitation,,original,Centralverein deutscher Staatsbürger jüdischen Glaubens E.V.,1932-12-12,,,
IL-MTFN-001-G-F-0334-001-R0002,IL-MTFN-001-G-F-0334-001,German Newspapers of Breslau Emigrants Organization,4 עיתונים בגרמנית 'ידיעות של ארגון יוצאי ברסלאו בישראל' משנות ה090 למאה ה;20.,4 Zeitungen auf Deutsch 'Nachrichten der Organisation der Breslauer Auswanderer in Israel' aus den 1990er Jahren des 20. Jahrhunderts.,4 newspapers in German 'News of the Organization of Breslau Emigrants in Israel' from the 1990s of the 20th century.,German,עיתון|Newspaper,print,original,,,1990,,
IL-MTFN-001-G-F-0341-004-R0001,IL-MTFN-001-G-F-0341-004,Gliders: Construction and Plans for the 2nd Maccabiah 1935,"דאונים: בנייתם, מימונם, הצוותים והתכנית להטסתם המכביה ה;2 1935, אישורי ממשלת המנדט, ביסוסו של קלוב טייס 'הגמל המעופף; לימים הקלוב הארצישראלי לתעופה. המסמכים כתובית בעיקר גרמנית אך גם עברית ואנגלית, מהשנים 1934;1935.","Gleiter: Bau, Finanzierung, Teams und Plan für ihren Flug, die 2. Makkabiade 1935, Genehmigungen der Mandatsregierung, Gründung des Fliegerclubs 'Der fliegende Kamel'; später der Palästinensische Luftfahrtclub. Die Dokumente sind hauptsächlich in Deutsch, aber auch in Hebräisch und Englisch, aus den Jahren 1934;1935.","Gliders: Their construction, financing, teams, and the plan for their flight, the 2nd Maccabiah 1935, Mandate Government approvals, establishment of the 'Flying Camel' pilot club; later the Palestinian Aviation Club. The documents are mainly in German but also in Hebrew and English, from the years 1934;1935.",German|Hebrew|English,Translated Document|Letter,,original,,1934,1935,,
IL-MTFN-001-G-F-0341-007-R0004,IL-MTFN-001-G-F-0341-007,Plan for the Society of Friends of Jewish Aviation Sports,"תכנית ליסודה של ""החברה לידידי ספורט התעופה היהודי""; Grundlage zum Aufbau einer Gesellschaft der Freunde des jüdischen Flugsportes; ד""ר רודולף פייגה שולח אל גאורג הרץ (לימים שיקמוני) תכנית לפיתוח המחקר המטאורולוגי על הכרמל, עם אומדן כספי של ההוצאות. גרמנית הדפסה 4 עמ', 1935.","Plan zur Gründung der ""Gesellschaft der Freunde des jüdischen Flugsportes""; Dr. Rudolf Feige sendet an Georg Hertz (später Shikmoni) einen Plan zur Entwicklung der meteorologischen Forschung auf dem Karmel, mit einer finanziellen Schätzung der Ausgaben. Deutsch, Maschinenschrift, 4 Seiten, 1935.","Plan for the establishment of the ""Society of Friends of Jewish Aviation Sports""; Dr. Rudolf Feige sends to Georg Hertz (later Shikmoni) a plan for the development of meteorological research on Mount Carmel, with a financial estimate of the expenses. German, typewritten, 4 pages, 1935.",German,Letter,typewriting,original,Dr. Rudolf Feige,1935,,,4
IL-MTFN-001-G-F-0341-007-R0013,IL-MTFN-001-G-F-0341-007,Staff List of the Government of Palestine 1945,חוברת עם רשימת המשרדים והעובדים בממשלת המנדט 1945. Staff List of the government of Palestine 1945;,Broschüre mit einer Liste der Büros und Mitarbeiter der Mandatsregierung 1945.,Booklet with a list of offices and employees in the Mandate Government 1945.,Hebrew|English,חוברת|Booklet,print,original,,1945,1945,,
IL-MTFN-001-G-F-0341-007-R0015,IL-MTFN-001-G-F-0341-007,Blank Pages with Dr. Rudolf Feige's Logo,"דפים ריקים עם הלוגו של ד""ר רודולף פייגה;",Leere Seiten mit dem Logo von Dr. Rudolf Feige;,Blank pages with the logo of Dr. Rudolf Feige;,Unspecified,ניירות מכתבים|Stationery,print,original,Dr. Rudolf Feige,,,,
IL-MTFN-001-G-F-0341-011-R0003,IL-MTFN-001-G-F-0341-011,"Agenda Planning for International Meeting in Toronto, 1947","תכנון סדר היום למפגש הבינלאומי בטורונטו, קנדה, 1947.","Planung der Tagesordnung für das internationale Treffen in Toronto, Kanada, 1947.","Planning the agenda for the international meeting in Toronto, Canada, 1947.",Unspecified,List,,original,,1947,,,
IL-MTFN-001-G-F-0341-011-R0004,IL-MTFN-001-G-F-0341-011,"Discussion Proposals of the President, International Organization, Agricultural Meteorology Department, 1947","הצעות דיון של נשיא הארגון הבינלאומי, המחלקה למטורולוגיה חקלאית, 1947.","Diskussionsvorschläge des Präsidenten der internationalen Organisation, Abteilung für Agrarmeteorologie, 1947.","Discussion proposals of the President of the International Organization, Department of Agricultural Meteorology, 1947.",Hebrew,Report,,original,,1947,,,
IL-MTFN-001-G-F-0341-012-R0015,IL-MTFN-001-G-F-0341-012,Issuance of Special Maps,15. Herausgabe von Sonderkarten der Dienstbezirke,Herausgabe von Sonderkarten der Dienstbezirke,Issuance of special maps of the service districts,German,לא מזוהה,,original,,,,,
IL-MTFN-001-G-F-0341-017-R0001,IL-MTFN-001-G-F-0341-017,Ostdeutscher Naturwart 1925,1. Ostdeutscher Naturwart 1925,Ostdeutscher Naturwart 1925,East German Nature Warden 1925,German,Unrecognized,,original,,1925,1925,,
IL-MTFN-001-G-F-0342-002-R0001,IL-MTFN-001-G-F-0342-002,File with Photocopied Documents by Sharon Dotan,"תיק עם צילומי מסמכי, שרוני דותן צילם ואסף בעת מחקרו. בתחילת התיק דף עם מידע, כתוב עברית הדפסה. החומר מחולק ל;3 פרקים:","Eine Akte mit Fotokopien von Dokumenten, die Sharon Dotan während seiner Forschung fotografiert und gesammelt hat. Am Anfang der Akte befindet sich ein Blatt mit Informationen, auf Hebräisch geschrieben, maschinenschriftlich. Das Material ist in drei Kapitel unterteilt.","A file with photocopies of documents, photographed and collected by Sharon Dotan during his research. At the beginning of the file is a page with information, written in Hebrew, typewritten. The material is divided into three chapters.",Hebrew,מסמך מתורגם|Translated Document,photography,copy,שרוני דותן,,,,
IL-MTFN-001-G-F-0342-002-R0005,IL-MTFN-001-G-F-0342-002,Documents on the Placement of Stumbling Stones for Lina and Erna Friedländer,"בסוף התיק מסמכים המתעדים את קביעת ""אבני הנגף"" לזכרן של לינה וארנה פרידלנדר.","Am Ende der Akte befinden sich Dokumente, die die Festlegung der ""Stolpersteine"" zum Gedenken an Lina und Erna Friedländer dokumentieren.","At the end of the file are documents documenting the placement of ""Stumbling Stones"" in memory of Lina and Erna Friedländer.",Hebrew,Document,,original,Lina Friedländer|Erna Friedländer,,,,
IL-MTFN-001-G-F-0347-001-R0010,IL-MTFN-001-G-F-0347-001,Registration of Sigmund Wechtel as Manager,"רישום עסקה, זיגמונד וכטל נרשם כמנהלה החדש של חברת/בית חרושת לצללאויד בצרבסט, 1911.","Geschäftsregistrierung, Sigmund Wechtel wurde als neuer Direktor der Zelluloidfabrik in Zerbst registriert, 1911.","Transaction registration, Sigmund Wechtel was registered as the new manager of the celluloid factory in Zerbst, 1911.",German,תעודה מנהלית|Administrative Certificate,,original,Sigmund Wechtel,1911,,,
IL-MTFN-001-G-F-0353-007-R0003,IL-MTFN-001-G-F-0353-007,Military Documents on Structure in OBER OST,מסמכים 12;13: מסמכים צבאיים בנושא המבנה הצבאי ב-OBER OST. (קטלוג באה דף 1),Dokumente 12;13: Militärdokumente über die militärische Struktur in OBER OST. (Katalog siehe Seite 1),Documents 12;13: Military documents on the military structure in OBER OST. (Catalog see page 1),Hebrew,Translated Document,,original,,,,,
IL-MTFN-001-G-F-0353-014-R0013,IL-MTFN-001-G-F-0353-014,Document in File G.F.0353 / 15,המסמך נמצא בתיק G.F.0353 / 15 (מאוחסן במחסן האמנות; ראה תצלום בתיק זהה בארכיון כאן). (קטלוג באה דף 4),Das Dokument befindet sich in der Akte G.F.0353 / 15 (im Kunstlager aufbewahrt; siehe Foto in derselben Akte im Archiv hier). (Katalog auf Seite 4),The document is located in file G.F.0353 / 15 (stored in the art warehouse; see photo in the same file in the archive here). (Catalog on page 4),Unspecified,Unrecognized,,other,,,,,
IL-MTFN-001-G-F-0353-019-R0004,IL-MTFN-001-G-F-0353-019,Schestrok's Collection on Exhibition Reviews,"אוסף ששטרוק הדפיס בגרמנית בהתייחסו לבקורות בעקבות תערוכתו בהונגריה. מצורפים סיכומים בעברית (ע""י קרלה וולף) של אוסף זה, 1914. (קטלוג באה דף 2)","Eine Sammlung, die Schestrok auf Deutsch druckte, in Bezug auf Kritiken nach seiner Ausstellung in Ungarn. Zusammenfassungen in Hebräisch (von Karla Wolf) dieser Sammlung sind beigefügt, 1914. (Katalog auf Seite 2)","A collection that Schestrok printed in German regarding reviews following his exhibition in Hungary. Hebrew summaries (by Karla Wolf) of this collection are attached, 1914. (Catalog on page 2)",German|Hebrew,קטלוג|Catalog,print,original,,1914,,,
IL-MTFN-001-G-F-0353-037-R0001,IL-MTFN-001-G-F-0353-037,"Correspondence between Haifa Committee and Zionist Leadership, 1936","מסמכים והתכתבות בין הועדה החיפאית וההנהלה הציונית, ירושלים, 1936, עברית.","Dokumente und Korrespondenz zwischen dem Haifa-Komitee und der zionistischen Führung, Jerusalem, 1936, Hebräisch.","Documents and correspondence between the Haifa Committee and the Zionist leadership, Jerusalem, 1936, Hebrew.",Hebrew,מכתב|Letter,,original,,1936,,,
IL-MTFN-001-G-F-0353-049-R0007,IL-MTFN-001-G-F-0353-049,Lists of Books and Journals,"16 עמודים עם רשימות של ספרים, כתבי עת מפלשתינה, כתבי עת בהולנדית יומנים וקטלוגים.; גרמנית, אנגלית, הולנדית. אין תאריך.","16 Seiten mit Listen von Büchern, Zeitschriften aus Palästina, Zeitschriften auf Niederländisch, Tagebüchern und Katalogen.; Deutsch, Englisch, Niederländisch. Kein Datum.","16 pages with lists of books, journals from Palestine, journals in Dutch, diaries, and catalogs.; German, English, Dutch. No date.",German|English|Other,רשימה|List,,original,,,,,16
IL-MTFN-001-G-F-0353-049-R0010,IL-MTFN-001-G-F-0353-049,Book Lists from Struck Library,"40 עמודים עם רשימות ספרים מספריית שטרוק שבחדר האורחים. גרמנית, הדפסה, אין תאריך.","40 Seiten mit Buchlisten aus der Struck-Bibliothek im Wohnzimmer. Deutsch, Schreibmaschine, kein Datum.","40 pages with book lists from the Struck library in the living room. German, typewritten, no date.",German,רשימה|List,typewriting,original,,,,,40
IL-MTFN-001-G-F-0357-003-R0001,IL-MTFN-001-G-F-0357-003,"Points Notebook, State of Israel","""פנקס נקודות"", מדינת ישראל; משרד המסחר והתעשיה.","""Punktheft"", Staat Israel; Ministerium für Handel und Industrie.","""Points Notebook"", State of Israel; Ministry of Commerce and Industry.",Hebrew,פנקס|Notepad,,original,,,,,
IL-MTFN-001-G-F-0359-001-R0002,IL-MTFN-001-G-F-0359-001,Documents from Germany and Israel,ביתר העמודים בספר מוצגים מסמכים רבים מגרמניה ומישראל.,Auf den weiteren Seiten des Buches werden zahlreiche Dokumente aus Deutschland und Israel präsentiert.,"On the other pages of the book, many documents from Germany and Israel are presented.",Hebrew|German,Composite Document,,other,,,,,
IL-MTFN-001-G-F-0380-002-R0009,IL-MTFN-001-G-F-0380-002,Maccabi Membership Booklets,"פנקסי חברות במכב""י.",Mitgliedsbücher von Maccabi.,Membership booklets of Maccabi.,Hebrew,פנקס|Notepad,,original,Maccabi,,,,
IL-MTFN-001-G-F-0381-001-R0004,IL-MTFN-001-G-F-0381-001,List of Correspondents with Cities,"לתיק מצורפת רשימה שמית של כל המכותבים עם ציון העיר בה פעלו, סה""כ 53 מכותבים.","Dem Dossier ist eine Namensliste aller Empfänger beigefügt, mit Angabe der Stadt, in der sie tätig waren, insgesamt 53 Empfänger.","Attached to the file is a list of names of all the correspondents, indicating the city in which they operated, a total of 53 correspondents.",Hebrew,רשימה|List,,original,,,,,
IL-MTFN-001-G-F-0390-002-R0004,IL-MTFN-001-G-F-0390-002,"Proposal for a Professional Course at ORT School, 1950",בקטלוג 9R4 : שנת 1950; הצעה לפתוח קורס מקצועי לסתתי אבן בבית ספר אורט ORT.,In Katalog 9R4: Jahr 1950; Vorschlag zur Eröffnung eines Berufskurses für Steinmetze an der ORT-Schule.,In catalog 9R4: Year 1950; Proposal to open a professional course for stone masons at ORT School.,Hebrew,Proposal,,original,ORT,1950,,,
IL-MTFN-001-G-F-0390-002-R0012,IL-MTFN-001-G-F-0390-002,Agreement between Rudi and a Jerusalem shop,"בקטלוג 9R12 : תכנית/הסכם בין רודי לחנות בירושלים למכירת פסליו, ללא תאריך.","Im Katalog 9R12: Programm/Vereinbarung zwischen Rudi und einem Geschäft in Jerusalem zum Verkauf seiner Skulpturen, ohne Datum.","In catalog 9R12: Program/agreement between Rudi and a shop in Jerusalem for the sale of his sculptures, without a date.",Unspecified,הסכם|Agreement,,original,,,,,
IL-MTFN-001-G-F-0390-009-R0005,IL-MTFN-001-G-F-0390-009,"H. Alperin, Administrative Director of the Museum","ה. אלפרין H. Alperin המנהל האדמיניסטרטיבי של מוזיאון הארץ, אנגלית.","H. Alperin, der Verwaltungsdirektor des Museums des Landes, Englisch.","H. Alperin, the administrative director of the Museum of the Land, English.",English,Letter,,original,H. Alperin,,,,
IL-MTFN-001-G-F-0390-016-R0007,IL-MTFN-001-G-F-0390-016,הצעת תכנית להקמת בית מלאכה לקרמיקה,"העתק, הצעת תכנית להקמתו של בית מלאכה לקרמיקה בארץ ישראל. לתכנית מצורף פירוט עלויות וחלוקת תפקידים בין החברים. התכנית פותחה ונכתבה ע""י חברי איגוד הקדרים היהודים בברלין.","Kopie, Vorschlag für die Errichtung einer Keramikwerkstatt in Eretz Israel. Dem Plan ist eine Kostenaufstellung und eine Aufgabenverteilung unter den Mitgliedern beigefügt. Der Plan wurde von den Mitgliedern des jüdischen Töpferverbandes in Berlin entwickelt und geschrieben.","Copy, proposal for the establishment of a ceramics workshop in Eretz Israel. The plan includes a breakdown of costs and a division of roles among the members. The plan was developed and written by members of the Jewish Potters Association in Berlin.",Hebrew|German,הסכם|Agreement,,copy,איגוד הקדרים היהודים בברלין,,,,
IL-MTFN-001-G-F-0390-016-R0008,IL-MTFN-001-G-F-0390-016,"Program signed by multiple individuals, Berlin, 1933","על תכנית חתומים: הדויג גרוסמן, אריך יעקבסון Erich Jacobson, רודולף להמן, יורגן המבורגר Jürgen Hamburger, מרגוט מילר Margot Müller, לוטה בריגר Lotte Brieger. ברלין, גרמנית הדפסה, 1933.","Auf dem Programm unterschrieben: Hedwig Grossman, Erich Jacobson, Rudolf Lehmann, Jürgen Hamburger, Margot Müller, Lotte Brieger. Berlin, Deutsch, Maschinenschrift, 1933.","Signed on the program: Hedwig Grossman, Erich Jacobson, Rudolf Lehmann, Jürgen Hamburger, Margot Müller, Lotte Brieger. Berlin, German, typewritten, 1933.",German,מסמך מתורגם|Translated Document,typewriting,original,,1933,,,
IL-MTFN-001-G-F-0390-019-R0004,IL-MTFN-001-G-F-0390-019,Protocols on 'Hayotzer' Factory Closure,צילומים (מארכיון יגור) פרוטוקולים בנושא בית החרושת 'היוצר' מנובמר 1936 עד בדצמבר 1938 ;מדברים על סגירת המפעל.,Fotografien (aus dem Yagur-Archiv) Protokolle zum Thema Fabrik 'Hayotzer' von November 1936 bis Dezember 1938; sprechen über die Schließung der Fabrik.,Photographs (from the Yagur Archive) Protocols on the topic of the 'Hayotzer' factory from November 1936 to December 1938; discussing the closure of the factory.,Hebrew,Photograph,photography,copy,,1936-11,1938-12,,
IL-MTFN-001-G-F-0390-019-R0011,IL-MTFN-001-G-F-0390-019,Photographs of Protocol Pages from Yagur Pottery Factory,"צילומי מסמכים מארכיון יגור, דפי פרוטוקול של הפעילות של בית החרושת לעציצים ביגור, ממאי 1934 עד אוגוסט 1942. (נראה שמאן דהוא העתיק את הרשימות מהמקור, נרשם ע""י נילי).","Fotografien von Dokumenten aus dem Archiv von Yagur, Protokollseiten der Aktivitäten der Töpferfabrik in Yagur, von Mai 1934 bis August 1942. (Es scheint, dass jemand die Listen aus dem Original kopiert hat, aufgezeichnet von Nili).","Photographs of documents from the Yagur archive, protocol pages of the activities of the pottery factory in Yagur, from May 1934 to August 1942. (It seems that someone copied the lists from the original, recorded by Nili).",Hebrew,רשימות|Personal Notes,photography,copy,,1934-05,1942-08,,
IL-MTFN-001-G-F-0390-019-R0016,IL-MTFN-001-G-F-0390-019,Documents related to the pottery factory in Yagur,"מעטפה עם מסמכים בהקשר עם בית החרושת לעציצים ביגור, מקור והעתק, עברית וגרמנית, מהשנים 1935/36.","Umschlag mit Dokumenten im Zusammenhang mit der Töpferfabrik in Yagur, Original und Kopie, Hebräisch und Deutsch, aus den Jahren 1935/36.","Envelope with documents related to the pottery factory in Yagur, original and copy, Hebrew and German, from the years 1935/36.",Hebrew|German,מעטפה|Envelope,,copy,,1935,,,
IL-MTFN-001-G-F-0390-033-R0001,IL-MTFN-001-G-F-0390-033,רשימה סינכרונית לסימון קטלוג,"בקטלוג מצורפת רשימה עם רישום סינכרוני של סימון הקטלוג לסימון בתכנת המחשב, נערכה ע""י נילי דוידסון.","Dem Katalog ist eine Liste mit einer synchronen Registrierung der Katalogmarkierung zur Markierung in der Computersoftware beigefügt, erstellt von Nili Davidson.","Attached to the catalog is a list with a synchronous registration of the catalog marking for marking in the computer software, prepared by Nili Davidson.",Hebrew,רשימה|List,typewriting,original,נילי דוידסון,,,,
IL-MTFN-001-G-F-0391-008-R0001,IL-MTFN-001-G-F-0391-008,"Tel Aviv Museum Document in German, 1937","מוזיאון תל אביב, גרמנית, 1937","Tel Aviv Museum, Deutsch, 1937","Tel Aviv Museum, German, 1937",German,Unrecognized,,original,,1937,,,
IL-MTFN-001-G-F-0391-008-R0003,IL-MTFN-001-G-F-0391-008,"Jewish Women's Association, Berlin, 1935","איגוד נשים יהודיות Jüdischer Frauenbund, ברלין, גרמנית, 1935","Jüdischer Frauenbund, Berlin, Deutsch, 1935","Jewish Women's Association, Berlin, German, 1935",German,Letter,,original,,1935,,,
IL-MTFN-001-G-F-0391-008-R0004,IL-MTFN-001-G-F-0391-008,Associated American Artists Documents,"ארגון אמנים אמריקאים Associated American Artists, אנגלית, שנות ה;70; ה;80 למאה ה;20","Organisation amerikanischer Künstler Associated American Artists, Englisch, 70er; 80er Jahre des 20. Jahrhunderts","American Artists Organization Associated American Artists, English, 70s; 80s of the 20th century",English,לא מזוהה,,original,Associated American Artists,,,,
IL-MTFN-001-G-F-0391-008-R0005,IL-MTFN-001-G-F-0391-008,"Akademie der Künste, Berlin","אקדמיה לאמנויות Akademie der Künste, ברלין, גרמנית, שנות ה;70; ה;80 למאה ה;20","Akademie der Künste, Berlin, Deutsch, 1970er; 1980er Jahre des 20. Jahrhunderts","Academy of Arts, Berlin, German, 1970s; 1980s of the 20th century",German,לא מזוהה,,other,Akademie der Künste,,,,
IL-MTFN-001-G-F-0391-013-R0017,IL-MTFN-001-G-F-0391-013,Similar Pages in Files G.F.0391 /10 + /11,עמודים דומים (מבחינת הנייר וצורת ההדפסה) בנושאים אחרים ניתן למצוא גם בתיקים: G.F.0391 /10 + /11;,Ähnliche Seiten (in Bezug auf Papier und Druckart) zu anderen Themen finden Sie auch in den Akten: G.F.0391 /10 + /11;,Similar pages (in terms of paper and printing style) on other topics can also be found in the files: G.F.0391 /10 + /11;,Unspecified,לא מזוהה,typewriting,other,,,,,
