dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0105-001-R0003,IL-MTFN-001-G-F-0105-001,Photograph of Men's Clothing Store Front Managed by Franziska,"צילום, חזית החנות לבגדי גברים אותה ניהלה פרנציסקה.","Fotografie, Vorderseite des Herrenbekleidungsgeschäfts, das von Franziska geführt wurde.","Photograph, front of the men's clothing store managed by Franziska.",Unspecified,תצלום|Photograph,photography,original,,,,,
IL-MTFN-001-G-F-0105-001-R0005,IL-MTFN-001-G-F-0105-001,Portrait and Tombstone of Karl Winter,תמונת דיוקן של קרל וינטר וצילום תמונת מצבת קברו.,Porträtfoto von Karl Winter und Foto seines Grabsteins.,Portrait photo of Karl Winter and photo of his tombstone.,Unspecified,תצלום|Photograph,photography,original,Karl Winter,,,,
IL-MTFN-001-G-F-0106-001-R0001,IL-MTFN-001-G-F-0106-001,Handmade Embroidery Maps,"4 מפות ריקמה, עשיות עבודת יד","4 Stickkarten, handgefertigt","4 embroidery maps, handmade",Unspecified,לא מזוהה|Unrecognized,handwriting,original,,,,,
IL-MTFN-001-G-F-0110-001-R0003,IL-MTFN-001-G-F-0110-001,Picture of a Man with Child in Brody,תמונה של גבר עם ילד שנעשתה בברודי,"Ein Bild eines Mannes mit einem Kind, das in Brody gemacht wurde",A picture of a man with a child made in Brody,Irrelevant,תצלום|Photograph,photography,original,,,,,
IL-MTFN-001-G-F-0113-059-R0002,IL-MTFN-001-G-F-0113-059,"Constanze Women's Magazine, Hamburg, Late 1960s","העיתון Constanze, Frauenzeitschrift, Hamburg, סוף שנות ה-60","Die Zeitung Constanze, Frauenzeitschrift, Hamburg, Ende der 60er Jahre","The newspaper Constanze, women's magazine, Hamburg, late 1960s",German,עיתון|Newspaper,print,original,,,1960s,,
IL-MTFN-001-G-F-0117-001-R0001,IL-MTFN-001-G-F-0117-001,Album with Original Wood Engravings,"אלבום עם תחריטי עץ אורגינלים 14 במספר; החומר הועבר ע""י התורמת לחיה אור רכזת הדרכה בגו תעשיה תל חי. הנ""ל מסרה את החומר לרותי אופק אוצרת המוזאון כאן.","Album mit 14 originalen Holzschnitten; das Material wurde von der Spenderin an Chaya Or, Ausbildungsleiterin bei Go Industrie Tel Hai, übergeben. Diese übergab das Material an Ruti Ofek, Kuratorin des Museums hier.","Album with 14 original wood engravings; the material was transferred by the donor to Chaya Or, training coordinator at Go Industry Tel Hai. She handed over the material to Ruti Ofek, the museum curator here.",Unspecified,אלבום|Album,print,original,,,,,
IL-MTFN-001-G-F-0119-001-R0001,IL-MTFN-001-G-F-0119-001,Picture of Robert Morgenthau and his father,תמונה של רוברט מורגנטאו ושל אביו nan,Bild von Robert Morgenthau und seinem Vater,Picture of Robert Morgenthau and his father,Irrelevant,תצלום|Photograph,photography,original,Robert Morgenthau,,,,
IL-MTFN-001-G-F-0123-001-R0002,IL-MTFN-001-G-F-0123-001,Two Pictures of Walter Karfunkelstein,"1879, וינה, שתי תמונות של ולטר קרפונקלשטיין, יליד וינה נהרג במלח""ע I. תמונת דיוקן, תמונה במדי צבא של Walter Karfunkelstein.","1879, Wien, zwei Bilder von Walter Karfunkelstein, geboren in Wien, gefallen im Ersten Weltkrieg. Porträtbild, Bild in Militäruniform von Walter Karfunkelstein.","1879, Vienna, two pictures of Walter Karfunkelstein, born in Vienna, killed in WWI. Portrait picture, picture in military uniform of Walter Karfunkelstein.",Unspecified,תצלום|Photograph,photography,original,Walter Karfunkelstein,1879,,,
IL-MTFN-001-G-F-0129-001-R0001,IL-MTFN-001-G-F-0129-001,Portrait of Yona Kramentski with Dedication,"דיוקן של יונה קרמנצקי עם הקדשה בכתב ידו אל חברו הטוב העורך דין דוד רוטבלום, אביו של התורם - צילום מתוך הספר 'ארץ וחכמיה'.","Porträt von Jona Kramentski mit einer handschriftlichen Widmung an seinen guten Freund, den Anwalt David Rotblum, den Vater des Spenders - Foto aus dem Buch 'Land und seine Weisen'.","Portrait of Yona Kramentski with a handwritten dedication to his good friend, the lawyer David Rotblum, the father of the donor - Photo from the book 'Land and its Sages'.",Hebrew,תצלום|Photograph,photography,original,Yona Kramentski,,,,
IL-MTFN-001-G-F-0130-001-R0001,IL-MTFN-001-G-F-0130-001,"Group Photo of German and Russian Soldiers, WWI",תמונה קבוצתית של חיילים גרמנים עם חיילים רוסים ממלחמת עולם I ארוין היילברונר בתמונה במדי חייל גרמני; ראשון מימין;,Gruppenfoto von deutschen Soldaten mit russischen Soldaten aus dem Ersten Weltkrieg. Erwin Heilbronner im Bild in deutscher Soldatenuniform; Erster von rechts;,Group photo of German soldiers with Russian soldiers from World War I. Erwin Heilbronner in the picture in German soldier uniform; First on the right;,Unspecified,תצלום|Photograph,photography,original,Erwin Heilbronner,,,,
IL-MTFN-001-G-F-0132-001-R0003,IL-MTFN-001-G-F-0132-001,Portrait Postcard of Selig to Louisa,"גלוית דיוקן של זליג במדי צבא שהוא שולח לאישתו לואיזה מלח""ע I","Porträtpostkarte von Selig in Militäruniform, die er an seine Frau Luisa im Ersten Weltkrieg schickt",Portrait postcard of Selig in military uniform that he sends to his wife Louisa during WWI,Hebrew|עברית,גלויה|Postcard,photography,original,זליג,,,,
IL-MTFN-001-G-F-0132-001-R0005,IL-MTFN-001-G-F-0132-001,Photos of Leopold Cohn in Military Uniform,"2 תמונות של לאופולד כהן Leopold Cohn יליד 1873 נהרג במלחמה 1918, במדי צבא","2 Fotos von Leopold Cohn, geboren 1873, im Krieg 1918 getötet, in Militäruniform","2 photos of Leopold Cohn, born 1873, killed in the war 1918, in military uniform",Unspecified,תצלום|Photograph,photography,original,Leopold Cohn,,,,
IL-MTFN-001-G-F-0134-001-R0001,IL-MTFN-001-G-F-0134-001,Scanned Portrait Image,תמונת דיוקן סרוקה;,Gescanntes Porträtbild;,Scanned portrait image;,Irrelevant,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0135-001-R0001,IL-MTFN-001-G-F-0135-001,Portrait Picture,תמונת דיוקן,Porträtbild,Portrait picture,Unspecified,תצלום|Photograph,photography,original,,,,,
IL-MTFN-001-G-F-0140-001-R0009,IL-MTFN-001-G-F-0140-001,Photo Album of Blau;Weiss Department Works,"אלבום תמונות על עבודות של המחלקה לעבודות ( עבודות אלקטרוטכניות שנעשו במוסדות שונים בארץ כמו: טכניון, האוניברסיטה בהר;הצופים) של בלאו;וייס","Fotoalbum über die Arbeiten der Abteilung für Arbeiten (elektrotechnische Arbeiten, die in verschiedenen Institutionen im Land durchgeführt wurden, wie: Technion, Universität in Har HaCarmel; die Pfadfinder) von Blau;Weiss","Photo album on the works of the department for works (electrotechnical works carried out in various institutions in the country such as: Technion, University in Har HaCarmel; the Scouts) of Blau;Weiss",Unspecified,תצלום|Photograph,photography,original,,,,,
IL-MTFN-001-G-F-0140-001-R0013,IL-MTFN-001-G-F-0140-001,Group Photos from 1922 and 1929,תמונה קבוצתית מ-1922 + תמונה 1929 של קבוצת נערים מקפלין שמיחות,"Gruppenfoto von 1922 + Foto von 1929 einer Gruppe von Jungen aus Kaplin, die fröhlich sind",Group photo from 1922 + 1929 photo of a group of boys from Kaplin who are happy,Unspecified,תצלום|Photograph,photography,original,,1922,,,
IL-MTFN-001-G-F-0149-001-R0003,IL-MTFN-001-G-F-0149-001,"Photograph of Article on David Klipstein's House, 1843","צילום מאמר על הבית מ-1843 של היהודי דוד קליפשטיין David Klipatein, גרמנית.","Fotografie eines Artikels über das Haus von 1843 des Juden David Klipstein, Deutsch.","Photograph of an article about the house from 1843 by the Jew David Klipstein, German.",German,תצלום|Photograph,photography,copy,David Klipstein,1843,,,
IL-MTFN-001-G-F-0150-001-R0001,IL-MTFN-001-G-F-0150-001,Photographs of 2 Pictures,צילומים של 2 תמונות.,Fotos von 2 Bildern.,Photographs of 2 pictures.,Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0150-001-R0006,IL-MTFN-001-G-F-0150-001,Scanned Image of Kurt Arie Hammerstein,"תמונה שנסרקה, של קורט אריה המרשטיין, אביו השני של חיים קארו.","Ein gescanntes Bild von Kurt Arie Hammerstein, dem zweiten Vater von Chaim Caro.","A scanned image of Kurt Arie Hammerstein, the second father of Chaim Caro.",Unspecified,תצלום|Photograph,photography,copy,Kurt Arie Hammerstein,,,,
IL-MTFN-001-G-F-0152-001-R0006,IL-MTFN-001-G-F-0152-001,Family Tree Photograph,צילום אילן יוחסין. לפנח שאומץ שם המשפחה 'ויקטור' נקראה המשפחה 'ירמיאס'.,"Fotografie eines Stammbaums. Bevor der Familienname 'Victor' angenommen wurde, hieß die Familie 'Jeremias'.","Photograph of a family tree. Before the family adopted the surname 'Victor', they were called 'Jeremias'.",Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0156-001-R0001,IL-MTFN-001-G-F-0156-001,Picture of Rabbi Chajes' Sermon Subtitles,"1918, תמונה עשויה מכתוביות של הדרשה של הרב חיות עם כנסתו לתפקיד הרב הראשי של וינה. יש פיענוח.","1918, Bild aus den Untertiteln der Predigt von Rabbi Chajes bei seinem Eintritt in das Amt des Oberrabbiners von Wien. Es gibt eine Entschlüsselung.","1918, picture made from subtitles of Rabbi Chajes' sermon upon his entry into the position of Chief Rabbi of Vienna. There is a decipherment.",Hebrew,אלמנט גרפי|Graphic Element,drawing,original,Rabbi Chajes,1918,,,
IL-MTFN-001-G-F-0161-001-R0001,IL-MTFN-001-G-F-0161-001,Street Sign Photographs,צילומים של שלטי רחובות,Fotos von Straßenschildern,Photographs of street signs,Irrelevant,תצלום|Photograph,photography,original,,,,,
IL-MTFN-001-G-F-0161-001-R0009,IL-MTFN-001-G-F-0161-001,Zionist Congress 1903 Photos,"תמונות של קונגרס ציוני 1903 סוסקין, ורבורג ואופנהיימר","Bilder des Zionistenkongresses 1903 Suskin, Warburg und Oppenheimer","Pictures of the Zionist Congress 1903 Suskin, Warburg, and Oppenheimer",Unspecified,תצלום|Photograph,photography,original,,1903,,,
IL-MTFN-001-G-F-0183-001-R0013,IL-MTFN-001-G-F-0183-001,Newspaper Clipping of Athletes from Solingen,"קטע עיתון עם תמונה של קבוצת ספורטאים מזולינגן, ביניהם גם ולטר פריזם, פורסם ב-1971; ב-Solinger Tageblatt.","Zeitungsausschnitt mit einem Bild einer Sportlergruppe aus Solingen, darunter auch Walter Priesem, veröffentlicht 1971; im Solinger Tageblatt.","Newspaper clipping with a picture of a group of athletes from Solingen, including Walter Priesem, published in 1971; in the Solinger Tageblatt.",German,גזיר עיתון|News Clipping,print,original,Walter Priesem,,1971,,
IL-MTFN-001-G-F-0183-001-R0016,IL-MTFN-001-G-F-0183-001,Photos of Soldier Walter Prizem,3 תמונות בהן מצולם החיל ולטר פריזם ב-1918 ובצבא הבריטי 1940;1946.,"3 Fotos, auf denen der Soldat Walter Prizem 1918 und in der britischen Armee 1940;1946 abgebildet ist.",3 photos in which the soldier Walter Prizem is photographed in 1918 and in the British army 1940;1946.,Unspecified,תצלום|Photograph,photography,original,ולטר פריזם,1918,,,
IL-MTFN-001-G-F-0184-001-R0005,IL-MTFN-001-G-F-0184-001,Photos of Angie in 1934,2 תמונות של אנג'י. באחת מהן מ-1934 היא מצולמת בעת עבודתה בגן הירק בגבת.,2 Fotos von Angie. Auf einem von ihnen aus dem Jahr 1934 ist sie bei ihrer Arbeit im Gemüsegarten in Gvat abgebildet.,"2 photos of Angie. In one of them from 1934, she is photographed while working in the vegetable garden in Gvat.",Unspecified,תצלום|Photograph,photography,original,,1934,,,
IL-MTFN-001-G-F-0184-001-R0006,IL-MTFN-001-G-F-0184-001,Pictures of Mariana as a Young Farm Worker,תמונות של מריאנה בצעירותה כעובדת אדמה.,Bilder von Mariana in ihrer Jugend als Landarbeiterin.,Pictures of Mariana in her youth as a farm worker.,Unspecified,תצלום|Photograph,photography,original,Mariana,,,,
IL-MTFN-001-G-F-0185-002-R0004,IL-MTFN-001-G-F-0185-002,Photographs of Woodcuts of Jean De Gerson,צילומים מתוך ספר בגרמנית : תחריטי עץ דמותו של ג'ן דה;גרזון Jean De Gerson.,Fotografien aus einem Buch auf Deutsch: Holzschnitte von Jean De Gerson.,Photographs from a book in German: Woodcuts of Jean De Gerson.,German,תצלום|Photograph,photography,copy,Jean De Gerson,,,,
IL-MTFN-001-G-F-0185-002-R0006,IL-MTFN-001-G-F-0185-002,Family Tree of the Wormser Family,"צילום אילן היוחסין של משפחת וורמזר, משפחתה של לאה גרזון. אילן היוחסין מתחיל עם המקובל זקל לייב וורמזר Seckel Loeb Wormser 1768;1847, הידוע כ;'בעל שם ממיכלשטדט'; Baal Schem von Michelstadt.","Fotografie des Stammbaums der Familie Wormser, der Familie von Lea Garzon. Der Stammbaum beginnt mit dem Kabbalisten Seckel Loeb Wormser 1768;1847, bekannt als 'Baal Schem von Michelstadt'.","Photograph of the family tree of the Wormser family, the family of Lea Garzon. The family tree begins with the Kabbalist Seckel Loeb Wormser 1768;1847, known as 'Baal Shem of Michelstadt'.",Unspecified,תצלום|Photograph,photography,copy,Wormser,,,,
IL-MTFN-001-G-F-0185-002-R0009,IL-MTFN-001-G-F-0185-002,Family Tree of the Meyer Family,"צילום אילן יוחסין של משפחת מאייר Meyer, משפחתה של אמי Emmy גרזון, אמו של מנפרד גרזון. אילן היוחסין מתחיל עם מיכאל סלומון אלכסנדר (בישוף אלכסנדר) 1799;1848, יותר על האיש בתיק.","Fotografie eines Stammbaums der Familie Meyer, der Familie von Emmy Garzon, der Mutter von Manfred Garzon. Der Stammbaum beginnt mit Michael Salomon Alexander (Bischof Alexander) 1799;1848, mehr über die Person in der Akte.","Photograph of the family tree of the Meyer family, the family of Emmy Garzon, the mother of Manfred Garzon. The family tree starts with Michael Salomon Alexander (Bishop Alexander) 1799;1848, more about the person in the file.",Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-002-R0010,IL-MTFN-001-G-F-0185-002,Family Tree of Moshe and Lea Garzon,"צילום אילן יוחסין של הזוג משה ולאה גרזון, הילדים, הנכדים והנינים.","Fotografie eines Stammbaums des Paares Moshe und Lea Garzon, der Kinder, Enkel und Urenkel.","Photograph of the family tree of the couple Moshe and Lea Garzon, the children, grandchildren, and great-grandchildren.",Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-002-R0011,IL-MTFN-001-G-F-0185-002,Garzon Family Tree Photograph,צילום אילן יוחסין של משפחת גרזון שמתחיל עם אדולף גרזון ואמי לבית מאייר.,"Fotografie eines Stammbaums der Familie Garzon, beginnend mit Adolf Garzon und Amy geborene Meyer.",Photograph of the Garzon family tree starting with Adolf Garzon and Amy née Meyer.,Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-002-R0012,IL-MTFN-001-G-F-0185-002,Printed Pages from Givat Brenner Website and Portrait of Wilma Adam,דפים מודפסים מאתר האינטרנט של גבעת ברנר + דיוקן של :; וילמה אדם Wilma Adam בת דודה של משה גרזון שחיה בגבעת ברנר ויחד עם בעלה חזרו לחיות בגרמניה.,"Gedruckte Seiten von der Website von Givat Brenner + Porträt von: Wilma Adam, Cousine von Moshe Garzon, die in Givat Brenner lebte und zusammen mit ihrem Ehemann nach Deutschland zurückkehrte.","Printed pages from the website of Givat Brenner + portrait of: Wilma Adam, cousin of Moshe Garzon, who lived in Givat Brenner and together with her husband returned to live in Germany.",Hebrew|German,תצלום|Photograph,print,original,Wilma Adam,,,,
IL-MTFN-001-G-F-0185-004-R0005,IL-MTFN-001-G-F-0185-004,Photograph of pages from Gut;Winkel by Ilana Michaeli,"צילום מספר דפים מתוך הספר גוט;וינקל של אילנה מיכאלי. בין היתר מפה של סביבת ברלין עם ציון ההכשרות: נויינדורף Neuendorf, גוט;וינקל Gut;Winkel, ארנסדורף Arensdorf.","Fotografie von mehreren Seiten aus dem Buch Gut;Winkel von Ilana Michaeli. Unter anderem eine Karte der Umgebung von Berlin mit Markierungen der Ausbildungsstätten: Neuendorf, Gut;Winkel, Arensdorf.","Photograph of several pages from the book Gut;Winkel by Ilana Michaeli. Among other things, a map of the Berlin area with markings of the training sites: Neuendorf, Gut;Winkel, Arensdorf.",Hebrew,תצלום|Photograph,photography,copy,Ilana Michaeli,,,,
IL-MTFN-001-G-F-0185-005-R0001,IL-MTFN-001-G-F-0185-005,Picture of Cup and Saucer from Wolff Alexander's Property,"תמונה של ספל וצלחת מרכושו של וולף אלכסנדר Wolff Alexander אחיו של בישוף אלכסנדר. הפריטים נמצאים בארץ אצל גרשם לוי אותם ירש (לא ברור הקשר המשפחתי). התמונה נשלחה אל יהודית ועדי, מאחורי התמונה יש הסבר של בעל הפריטים לקשר המשפחתי שלו אל וולף אלכסנדר.","Bild einer Tasse und Untertasse aus dem Besitz von Wolff Alexander, dem Bruder von Bischof Alexander. Die Gegenstände befinden sich in Israel bei Gershom Levi, der sie geerbt hat (die familiäre Verbindung ist unklar). Das Bild wurde an Judith und Adi geschickt, auf der Rückseite des Bildes gibt es eine Erklärung des Besitzers zu seiner familiären Verbindung zu Wolff Alexander.","Picture of a cup and saucer from the property of Wolff Alexander, brother of Bishop Alexander. The items are in Israel with Gershom Levi, who inherited them (the family connection is unclear). The picture was sent to Judith and Adi, and on the back of the picture, there is an explanation by the owner about his family connection to Wolff Alexander.",Unspecified,תצלום|Photograph,photography,original,Wolff Alexander,,,,
IL-MTFN-001-G-F-0185-005-R0002,IL-MTFN-001-G-F-0185-005,Photograph of Family Tree with Bishop Alexander,צילום אילן יוחסין עם מיקומו של בישוף אלכסנדרבאילן.,Fotografie eines Stammbaums mit der Position des Bischofs Alexander im Stammbaum.,Photograph of a family tree with the position of Bishop Alexander in the tree.,Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-005-R0004,IL-MTFN-001-G-F-0185-005,Photograph of Book Pages: From Rabbi to Bishop,"צילום דפים מתוך ספר באנגלית שם הספר: From Rabbi to Bishop / Muriel W. Corely / 1956, עם סיפורו של בישוף אלכסנדר.","Fotografie von Seiten aus einem Buch auf Englisch. Der Titel des Buches: From Rabbi to Bishop / Muriel W. Corely / 1956, mit der Geschichte von Bischof Alexander.","Photograph of pages from a book in English. The title of the book: From Rabbi to Bishop / Muriel W. Corely / 1956, with the story of Bishop Alexander.",English,תצלום|Photograph,photography,copy,Bishop Alexander,,1956,,
IL-MTFN-001-G-F-0185-007-R0001,IL-MTFN-001-G-F-0185-007,Family Photograph from Silver Wedding Anniversary,צילום תמונה משפחתית מחתונת הכסף של גוסטב Gustav ורוזה Rosa גרזון; סבא וסבתא של מנפרד מצד אביו.,Foto einer Familienaufnahme von der Silberhochzeit von Gustav und Rosa Garzon; Großeltern von Manfred väterlicherseits.,Photograph of a family picture from the silver wedding anniversary of Gustav and Rosa Garzon; grandparents of Manfred on his father's side.,Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-007-R0002,IL-MTFN-001-G-F-0185-007,Photographs of Mother Garzon with Children,"צילום תמונות של אמי גרזון עם ילדיה הבוגרים: אלפונס במדי צבא, מרטין והבת גרטה.","Fotografien von meiner Mutter Garzon mit ihren erwachsenen Kindern: Alphonse in Militäruniform, Martin und die Tochter Greta.","Photographs of my mother Garzon with her adult children: Alphonse in military uniform, Martin, and the daughter Greta.",Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-007-R0003,IL-MTFN-001-G-F-0185-007,Photo of Children Greta and Martin Alphonse,"צילום של תמונהף הילדים גרטה, מרטין אלפונס.","Foto eines Bildes der Kinder Greta, Martin Alphonse.","Photo of a picture, the children Greta, Martin Alphonse.",Unspecified,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-007-R0004,IL-MTFN-001-G-F-0185-007,Family Photos and Fortress Ruins in Moshav HaBonim,דף עליו מודבקות תמונות משפחתיות וחורבות המבצר במושב הבונים. התמונות משנות ה-40 וה;50 למאה ה;20. יש כתוביות מזהות לכל תמונה.,"Ein Blatt, auf dem Familienfotos und die Ruinen der Festung im Moschaw HaBonim aufgeklebt sind. Die Fotos stammen aus den 40er und 50er Jahren des 20. Jahrhunderts. Jede Foto hat eine beschreibende Untertitelung.",A page on which family photos and the ruins of the fortress in Moshav HaBonim are pasted. The photos are from the 1940s and 1950s. There are identifying captions for each photo.,Hebrew,תצלום|Photograph,photography,original,,,,,
IL-MTFN-001-G-F-0185-007-R0005,IL-MTFN-001-G-F-0185-007,"Family Photo in Filehne, 1917","תמונה משפחתית במרפסת הבית בפילנה Filehne עם הסבר על הדמויות שבתמונה, מ-1917.","Familienfoto auf der Veranda des Hauses in Filehne mit Erklärung zu den Personen auf dem Bild, aus dem Jahr 1917.","Family photo on the porch of the house in Filehne with an explanation about the people in the picture, from 1917.",Unspecified,תצלום|Photograph,photography,original,,1917,,,
IL-MTFN-001-G-F-0185-007-R0006,IL-MTFN-001-G-F-0185-007,Picture of Manfred and Martin Garzon,תמונה של מנפרד ומרטין גרזון בחות ההכשרה גוט;וינקל.,Bild von Manfred und Martin Garzon im Ausbildungszentrum Gut Winkel.,Picture of Manfred and Martin Garzon at the Gut Winkel training center.,Unspecified,תצלום|Photograph,photography,original,Manfred Garzon|Martin Garzon,,,,
IL-MTFN-001-G-F-0185-007-R0007,IL-MTFN-001-G-F-0185-007,Manfred Garzon with Refugees in Premonte,"תמונה של מנפרד גרזון עם קבוצת פליטים בפרמונטה, איטליה.","Ein Bild von Manfred Garzon mit einer Gruppe von Flüchtlingen in Premonte, Italien.","A picture of Manfred Garzon with a group of refugees in Premonte, Italy.",Irrelevant,תצלום|Photograph,photography,original,Manfred Garzon,,,,
IL-MTFN-001-G-F-0185-008-R0001,IL-MTFN-001-G-F-0185-008,"Photograph of Pages on Religious Youth Village, Kfar Hasidim","צילום מספר דפים לנושא: כפר הנוער הדתי, כפר חסידים, מתוך הספר העברי 'מחפשים בית מוצאים מולדת' עליית הנוער בחינוך ובשיקום, שארית הפליטה 1955;1945, מאת שלמה בר;גיל.","Fotografie von mehreren Seiten zum Thema: Das religiöse Jugenddorf, Kfar Hasidim, aus dem hebräischen Buch 'Ein Zuhause suchen, eine Heimat finden' Jugend-Alija in Bildung und Rehabilitation, Überlebende des Holocaust 1945-1955, von Shlomo Bar-Gil.","Photograph of several pages on the topic: The religious youth village, Kfar Hasidim, from the Hebrew book 'Searching for a Home, Finding a Homeland' Youth Aliyah in Education and Rehabilitation, Holocaust Survivors 1945-1955, by Shlomo Bar-Gil.",Hebrew,תצלום|Photograph,photography,copy,,,1955,,
IL-MTFN-001-G-F-0185-008-R0002,IL-MTFN-001-G-F-0185-008,Photograph of Master Plans for Cooperative Settlement by Moshe Garzon,"צילום של תכניות המתאר למבנה המושב השיתופי כפי שתוכנן ע""י משה גרזון כפי הנראה בשנים 1936/37 במסגרת 'נוטע;בונה' מושב מולדת.","Fotografie der Bebauungspläne für die Struktur der kooperativen Siedlung, wie sie von Moshe Garzon vermutlich in den Jahren 1936/37 im Rahmen von 'Notta;Bona' geplant wurde.","Photograph of the master plans for the structure of the cooperative settlement as designed by Moshe Garzon, presumably in the years 1936/37 within the framework of 'Notta;Bona' settlement Moledet.",Unspecified,תצלום|Photograph,photography,copy,Moshe Garzon,1936-1937,,,
IL-MTFN-001-G-F-0185-010-R0001,IL-MTFN-001-G-F-0185-010,Photograph of Pages from Manfred Garzon's Book,"צילום של מספר דפים מתוך הספר שכתב מנפרד גרזון בגרמנית; ""Ein Leben im 20 Jahrhundert"" ושיצא לאור בקונסטנץ / גרמניה אצל Hartung;Gorre Verlag Konstanz; תגובות בעברית ואנגלית על הספר הנ""ל.","Foto von mehreren Seiten aus dem Buch, das Manfred Garzon auf Deutsch geschrieben hat; ""Ein Leben im 20 Jahrhundert"" und das in Konstanz / Deutschland bei Hartung;Gorre Verlag Konstanz veröffentlicht wurde; Kommentare auf Hebräisch und Englisch zu dem genannten Buch.","Photograph of several pages from the book written by Manfred Garzon in German; ""Ein Leben im 20 Jahrhundert"" and published in Konstanz / Germany by Hartung;Gorre Verlag Konstanz; Comments in Hebrew and English on the aforementioned book.",German|עברית|English,תצלום|Photograph,photography,copy,Manfred Garzon,,,,
IL-MTFN-001-G-F-0185-011-R0001,IL-MTFN-001-G-F-0185-011,Photographs of the Fortress in Habonim,צילומי תמונות מהמבצר בהבונים בו התגוררה משפחת מנפרד גרזון בעת הקמת מושב הבונים.,"Fotografien von der Festung in Habonim, in der die Familie Manfred Garson während der Gründung des Moschaw Habonim lebte.",Photographs from the fortress in Habonim where the Manfred Garson family lived during the establishment of the Habonim moshav.,Unspecified,תצלום|Photograph,photography,original,Manfred Garson,,,,
IL-MTFN-001-G-F-0185-011-R0004,IL-MTFN-001-G-F-0185-011,Photographs of Hebrew Book Pages,צילומים של דפים מתוך ספרים עבריים; התייחסות למושב הבונים ולמבצר במקום.,Fotos von Seiten aus hebräischen Büchern; Bezug auf den Sitz der Bauherren und die Festung vor Ort.,Photographs of pages from Hebrew books; reference to the settlement of the builders and the fortress at the site.,Hebrew,תצלום|Photograph,photography,copy,,,,,
IL-MTFN-001-G-F-0185-011-R0010,IL-MTFN-001-G-F-0185-011,"Photos of Display and Family in Kfar Blum, 2002","שתי תמונות, אחת של חלון התצוגה וההנצחה לספרו של מנפרד גרזון בגרמנית, השניה הבת יהודית ועדי ובעלה גדעון בחברת ידידים, כפר בלום 2002.","Zwei Fotos, eines vom Schaufenster und der Gedenkstätte für das Buch von Manfred Garson auf Deutsch, das andere von der Tochter Judith und Adi und ihrem Ehemann Gideon mit Freunden, Kfar Blum 2002.","Two photos, one of the display and memorial window for Manfred Garson's book in German, the other of the daughter Judith and Adi and her husband Gideon with friends, Kfar Blum 2002.",Unspecified,תצלום|Photograph,photography,original,,2002,,,
IL-MTFN-001-G-F-0185-011-R0011,IL-MTFN-001-G-F-0185-011,Vadi Family Visit to Moshav HaBonim 2002,תמונות של משפחת ועדי בעת ביקור במושב הבונים 2002.,Fotos der Familie Vadi bei einem Besuch in Moschav HaBonim 2002.,Photos of the Vadi family during a visit to Moshav HaBonim 2002.,Irrelevant,תצלום|Photograph,photography,original,,2002,,,
IL-MTFN-001-G-F-0185-011-R0012,IL-MTFN-001-G-F-0185-011,Group Photograph in Moshav HaBonim 1949,צילום תמונה של קבוצה במושב הבונים 1949 עם הסבר לדמויות.,Foto einer Gruppe in Moschaw HaBonim 1949 mit Erklärung zu den Figuren.,Photograph of a group in Moshav HaBonim 1949 with explanation of the figures.,Hebrew,תצלום|Photograph,photography,copy,,1949,,,
IL-MTFN-001-G-F-0185-011-R0013,IL-MTFN-001-G-F-0185-011,"Picture on the beach in Kiryat Haim, 1937",1937 תמונה על שפת הים בקרית חיים (לא ברור מי השניים).,"1937 Bild am Strand von Kiryat Haim (es ist unklar, wer die beiden sind).",1937 Picture on the beach in Kiryat Haim (it is unclear who the two are).,Irrelevant,תצלום|Photograph,photography,original,,1937,,,
IL-MTFN-001-G-F-0185-011-R0014,IL-MTFN-001-G-F-0185-011,Pictures from 'Notha;Bona' 1937,תמונות מ'נוטה;בונה ' 1937.,Bilder von 'Notha;Bona' 1937.,Pictures from 'Notha;Bona' 1937.,Unspecified,תצלום|Photograph,,original,,1937,,,
