dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
IL-MTFN-001-G-F-0147-001-R0001,IL-MTFN-001-G-F-0147-001,Court Documents and Contracts of Bernstein and Wolfsohn,"תעודות בית המשפת בפפנבורג בעייני החברה Bernstein;Wolfsohn; רשימה של דברים אישיים של דוד וולפסון ואישתו פני שהביאו לנשואין; תעודות של בית המשפט פפנבורג, רישום החברה עסקי עצים של ברנשטיין ווולפסון; רשום חוזה נשואין וירושה של Phäbus Wolff Bernstein עם הגב. Charlotte Dobine; בית משפט בעיר Russ רישום נשואין וירושה של דוד וולפסון ובגב. Fromme Judel; אישור לשינוי תאריך לידתו של דוד וולפםון; חוזה על עסקים ואחוזי רווח משותפים בין האחים דוד וסולומון וולפסון.","Gerichtsdokumente in Papenburg im Namen der Firma Bernstein; Wolfsohn; Liste persönlicher Gegenstände von David Wolfsohn und seiner Frau Pnina, die sie zur Hochzeit mitbrachten; Gerichtsdokumente in Papenburg, Registrierung des Holzgeschäfts von Bernstein und Wolfsohn; Registrierung des Ehe- und Erbvertrags von Phäbus Wolff Bernstein mit Frau Charlotte Dobine; Gericht in der Stadt Russ, Registrierung der Ehe und Erbschaft von David Wolfsohn und Frau Fromme Judel; Bestätigung der Änderung des Geburtsdatums von David Wolfsohn; Vertrag über gemeinsame Geschäfte und Gewinnanteile zwischen den Brüdern David und Solomon Wolfsohn.","Court documents in Papenburg regarding the company Bernstein; Wolfsohn; List of personal items of David Wolfsohn and his wife Pnina brought to the marriage; Court documents in Papenburg, registration of the timber business of Bernstein and Wolfsohn; Registration of marriage and inheritance contract of Phäbus Wolff Bernstein with Mrs. Charlotte Dobine; Court in the city of Russ, registration of marriage and inheritance of David Wolfsohn and Mrs. Fromme Judel; Confirmation of the change of birth date of David Wolfsohn; Contract on joint business and profit shares between the brothers David and Solomon Wolfsohn.",Hebrew,Agreement|Registry Certificate,,original,David Wolfsohn,,,,
IL-MTFN-001-G-F-0147-001-R0009,IL-MTFN-001-G-F-0147-001,Words of 'Hatikvah' from Wolfson's Will,מילים של 'התקווה' מתוך צוואתו של וולפסון.,Worte von 'Hatikvah' aus dem Testament von Wolfson.,Words of 'Hatikvah' from the will of Wolfson.,Hebrew,Will,,original,Wolfson,,,,
IL-MTFN-001-G-F-0150-001-R0008,IL-MTFN-001-G-F-0150-001,Notarial Agreement for Property Settlement between Emil Caro and Alice,"הסכם נוטריוני מ-1920 להסדר רכוש בין אמיל קארו וגרושתו אליס. לזוג שני בנים היינריך;חיים ואריך, ברלין.","Notarieller Vertrag von 1920 zur Vermögensregelung zwischen Emil Caro und seiner geschiedenen Frau Alice. Das Paar hat zwei Söhne, Heinrich; Chaim und Erich, Berlin.","Notarial agreement from 1920 for property settlement between Emil Caro and his ex-wife Alice. The couple has two sons, Heinrich; Chaim and Erich, Berlin.",German,הסכם|Agreement,other,original,Emil Caro,1920,,,
IL-MTFN-001-G-F-0160-001-R0005,IL-MTFN-001-G-F-0160-001,Ketubah for Leser Koppel Bamberger and Johanna Davidson,"1846, מינסטר Münster, כתובה לנשואין של Leser Koppel Bamberger עם Johanna Davidson","1846, Münster, Ketubah zur Heirat von Leser Koppel Bamberger mit Johanna Davidson","1846, Münster, Ketubah for the marriage of Leser Koppel Bamberger with Johanna Davidson",Hebrew,כתובה|Ketubah,,original,,1846,,,
IL-MTFN-001-G-F-0183-001-R0012,IL-MTFN-001-G-F-0183-001,"Police Approval for Prizm Family, 1935","אישור משטרתי למשפחת פריזם על עזיבתם את גרמניה לפלשתינה, 1935.","Polizeiliche Genehmigung für die Familie Prizm zur Ausreise aus Deutschland nach Palästina, 1935.","Police approval for the Prizm family to leave Germany for Palestine, 1935.",German,תעודה|Certificate,,original,,1935,,,
IL-MTFN-001-G-F-0183-001-R0014,IL-MTFN-001-G-F-0183-001,Ketubah of Walter/Naftali ben Asher & Zelma/Shelah bat Zvi,"כתובה, של ולטר/נפתלי בן אשר & זלמה/שלה בת צבי. הכתובה נכתבה בקלן ב- 1926.","Ketubah, von Walter/Naftali ben Asher & Zelma/Shelah bat Zvi. Die Ketubah wurde 1926 in Köln geschrieben.","Ketubah, of Walter/Naftali ben Asher & Zelma/Shelah bat Zvi. The Ketubah was written in Cologne in 1926.",Hebrew,כתובה|Ketubah,handwriting,original,,1926,,,
IL-MTFN-001-G-F-0185-001-R0001,IL-MTFN-001-G-F-0185-001,Israeli Passports of Moshe and Lea Garzon,דרכונים ישראלים של משה ולאה גרזון.,Israelische Pässe von Moshe und Lea Garzon.,Israeli passports of Moshe and Lea Garzon.,Hebrew,תעודה|Certificate,,original,Moshe Garzon|Lea Garzon,,,,
IL-MTFN-001-G-F-0185-001-R0002,IL-MTFN-001-G-F-0185-001,International Driving License of Moshe Garzon,רשיון נהיגה בינלאומי של משה גרזון.,Internationaler Führerschein von Moshe Garzon.,International driving license of Moshe Garzon.,Other,תעודה|Certificate,,original,Moshe Garzon,,,,
IL-MTFN-001-G-F-0190-001-R0004,IL-MTFN-001-G-F-0190-001,Oath of Dr. Max Philipp,"29.5.1861 מסמך, שבועתו של ד""ר מקס פיליפ לקיסר, למדינה ולמקצוע הרפואה. גרמנית כתב יד. ד""ר מקס פיליפ נשבע בשם אלוהי ישראל, שם המפורש נכתב בארבע אותיות עבריות. טקסט השבועה בגרמנית עתיקה כתב יד.","29.5.1861 Dokument, der Eid von Dr. Max Philipp an den Kaiser, den Staat und den Beruf der Medizin. Deutsche Handschrift. Dr. Max Philipp schwor im Namen des Gottes Israels, der unaussprechliche Name wurde in vier hebräischen Buchstaben geschrieben. Der Text des Eides in alter deutscher Handschrift.","29.5.1861 Document, the oath of Dr. Max Philipp to the Emperor, the state, and the medical profession. German handwriting. Dr. Max Philipp swore in the name of the God of Israel, the ineffable name was written in four Hebrew letters. The text of the oath in old German handwriting.",German|Hebrew,תעודה|Certificate,handwriting,original,Dr. Max Philipp,1861-05-29,,,
IL-MTFN-001-G-F-0190-003-R0014,IL-MTFN-001-G-F-0190-003,First Page of Käthe Philipp's German Passport,"דף ראשון מדרכונה הגרמני של קתה פיליפ, ילידת 1900, הבת הבכורה של פאול ופרידה פיליפ, עם תמונה. על הדף טבועה החותמת ""פג תוקפו"".","Erste Seite des deutschen Reisepasses von Käthe Philipp, geboren 1900, die älteste Tochter von Paul und Frieda Philipp, mit Foto. Auf der Seite ist der Stempel 'Abgelaufen' angebracht.","First page of the German passport of Käthe Philipp, born 1900, the eldest daughter of Paul and Frieda Philipp, with a photo. The page is stamped 'Expired'.",German,תעודה|Certificate,print,original,Käthe Philipp,,,,
IL-MTFN-001-G-F-0190-004-R0008,IL-MTFN-001-G-F-0190-004,Notarial Certificate on Money Gift to Max Alexander,"15.8.1933 תעודה נוטריונית, נוטר היינריך לוינסון Heinrich Levinsohn על מתנת כסף, 15000 רייך;מרק, שגב' קתה פפרמן Käthe Pfefferman נותנת למקס אלכסנדר לבניית מחייתו החדשה בפלשתינה. המתנה מותנאית ביציאתו של מקס אלכסנדר לפלשתינה עד ה;1.11.1933 אחרת המתנה בטלה. ברלין, גרמנית הדפסה.","15.8.1933 Notarielle Urkunde, Notar Heinrich Levinsohn über eine Geldschenkung, 15000 Reichsmark, die Frau Käthe Pfefferman an Max Alexander für den Aufbau seiner neuen Existenz in Palästina gibt. Die Schenkung ist an Max Alexanders Ausreise nach Palästina bis zum 1.11.1933 gebunden, andernfalls verfällt die Schenkung. Berlin, Deutsch, Maschinenschrift.","15.8.1933 Notarial certificate, Notary Heinrich Levinsohn on a money gift, 15000 Reichsmark, which Mrs. Käthe Pfefferman gives to Max Alexander for building his new livelihood in Palestine. The gift is conditional on Max Alexander's departure to Palestine by 1.11.1933, otherwise the gift is void. Berlin, German, typewritten.",German,תעודה|Certificate,typewriting,original,Heinrich Levinsohn,1933-08-15,,,
IL-MTFN-001-G-F-0190-004-R0020,IL-MTFN-001-G-F-0190-004,Marriage Document of Max Heinrich Alexander Philipp and Erika Federstein,"9.4.1934 מסמך שהונפק בקונסוליה הגרמנית בירושלים: מקס היינריך אלכסנדר פיליפ, אזרח גרמני, מסגר, נושא לאישה את אריקה לבית פדרשטיין, ילידת 1912. עדים קתה פפרמן Käthe Pfeffermann, תופרת הדוויג פדרשטיין Hedwig Paderstein.","9.4.1934 Dokument ausgestellt im deutschen Konsulat in Jerusalem: Max Heinrich Alexander Philipp, deutscher Staatsbürger, Schlosser, heiratet Erika geborene Federstein, geboren 1912. Zeugen Käthe Pfeffermann, Schneiderin Hedwig Paderstein.","9.4.1934 Document issued at the German Consulate in Jerusalem: Max Heinrich Alexander Philipp, a German citizen, a locksmith, marries Erika née Federstein, born in 1912. Witnesses Käthe Pfeffermann, seamstress Hedwig Paderstein.",German|Hebrew,תעודה|Certificate,typewriting,original,Max Heinrich Alexander Philipp,1934-04-09,,,
IL-MTFN-001-G-F-0190-005-R0009,IL-MTFN-001-G-F-0190-005,"Driver's License of Erika Federstein, 1933",רישיון נהיגה עם תמונה של העלמה אריקה פדרשטיין. הונפק ב-1933 בברלין.,Führerschein mit Foto von Fräulein Erika Federstein. Ausgestellt 1933 in Berlin.,Driver's license with a photo of Miss Erika Federstein. Issued in 1933 in Berlin.,German,תעודה|Certificate,other,original,Erika Federstein,1933,,,
IL-MTFN-001-G-F-0190-005-R0010,IL-MTFN-001-G-F-0190-005,Police Document for Erika Federstein,מסמך משטרתי שמאשר שאריקה פדרשטיין חיה עד ה;12.3.1933 בברלין. האישור הונפק ב-14.8.1933.,"Polizeidokument, das bestätigt, dass Erika Federstein bis zum 12.3.1933 in Berlin lebte. Die Bestätigung wurde am 14.8.1933 ausgestellt.",Police document confirming that Erika Federstein lived in Berlin until 12.3.1933. The confirmation was issued on 14.8.1933.,German,תעודה|Certificate,typewriting,original,אריקה פדרשטיין,1933-08-14,,,
IL-MTFN-001-G-F-0190-005-R0015,IL-MTFN-001-G-F-0190-005,Police Document on Address Liquidation and Departure to Palestine,"10.11.1934 מסמך משטרתי על חיסול כתובת בברלין ויציאה לפלשתינה, של אריקה פדרשטיין.",10.11.1934 Polizeidokument über die Auflösung einer Adresse in Berlin und die Ausreise nach Palästina von Erika Federstein.,"10.11.1934 Police document on the liquidation of an address in Berlin and departure to Palestine, of Erika Federstein.",German|עברית,מסמך מתורגם|Translated Document,typewriting,original,אריקה פדרשטיין,1934-11-10,,,
IL-MTFN-001-G-F-0190-005-R0018,IL-MTFN-001-G-F-0190-005,German Consulate Passport Requirements for Erika Philipp,26.7.1937 דרישות הקונסוליה הגרמנית בירושלים לשם הנפקת דרכון גרמני חדש לאריקה פיליפ.,Anforderungen des deutschen Konsulats in Jerusalem zur Ausstellung eines neuen deutschen Passes für Erika Philipp.,Requirements of the German consulate in Jerusalem for issuing a new German passport for Erika Philipp.,German,Letter,,original,Erika Philipp,1937-07-26,,,
IL-MTFN-001-G-F-0198-001-R0007,IL-MTFN-001-G-F-0198-001,"Mandate Instructions for Doctors in Palestine, 1928","הוראות המנדט לרופאים בפלשתינה, משנת 1928. אנגלית.","Anweisungen des Mandats für Ärzte in Palästina, aus dem Jahr 1928. Englisch.","Mandate instructions for doctors in Palestine, from 1928. English.",English,Administrative Certificate,,original,,1928,,,
IL-MTFN-001-G-F-0202-001-R0021,IL-MTFN-001-G-F-0202-001,Driver's License of Vali Garzon,רישיון נהיגה עם תמונה של ולי גרזון. הונפק בברלין ב-1935.,Führerschein mit Foto von Vali Garzon. Ausgestellt in Berlin im Jahr 1935.,Driver's license with a photo of Vali Garzon. Issued in Berlin in 1935.,German,תעודה|Certificate,print,original,Vali Garzon,1935,1935,,
IL-MTFN-001-G-F-0219-002-R0001,IL-MTFN-001-G-F-0219-002,Police Permits for Relocation from Cologne to Milan,"2 אישורים משטרתיים להעתקת המגורים מקלן למילנו, של וילהלם בר Wilhelm Baer וסופי Sophie בר לבית פינאס Pineas ושני בניהם ארנו Arno 1928 ורולף 1930 Rolf. משנת 1933.","2 polizeiliche Genehmigungen zur Wohnsitzverlegung von Köln nach Mailand, von Wilhelm Baer und Sophie Baer, geborene Pineas, und ihren beiden Söhnen Arno (1928) und Rolf (1930). Aus dem Jahr 1933.","2 police permits for relocating residence from Cologne to Milan, of Wilhelm Baer and Sophie Baer, née Pineas, and their two sons Arno (1928) and Rolf (1930). From the year 1933.",German|Hebrew,תעודה מנהלית|Administrative Certificate,,original,Wilhelm Baer,1933,,,
IL-MTFN-001-G-F-0226-001-R0004,IL-MTFN-001-G-F-0226-001,Employment Contract Extension for Hans Rosenthal,"הארכת חוזה עבודה להנס רוזנטל Palestine Railways, שם עבד 1945;1947. אנגלית הדפסה.","Verlängerung des Arbeitsvertrags für Hans Rosenthal bei den Palestine Railways, wo er 1945;1947 arbeitete. Englisch Maschinenschrift.","Extension of employment contract for Hans Rosenthal at Palestine Railways, where he worked 1945;1947. English typewritten.",English,הסכם|Agreement,typewriting,original,Hans Rosenthal,1945,,,
IL-MTFN-001-G-F-0247-002-R0007,IL-MTFN-001-G-F-0247-002,Power of Attorney by Pinchas Rosen,"יפוי כוח חתום בידי פנחס רוזן לעו""ד פרופ' יונה רוזנפלד בנושא ניהול עיסקי דירתו בירושלים.",Vollmacht unterzeichnet von Pinchas Rosen an Rechtsanwalt Prof. Jona Rosenfeld bezüglich der Geschäftsführung seiner Wohnung in Jerusalem.,Power of attorney signed by Pinchas Rosen to Attorney Prof. Yona Rosenfeld regarding the management of his apartment in Jerusalem.,Hebrew,ייפוי כוח|Power of Attorney,handwriting,original,Pinchas Rosen,,,,
IL-MTFN-001-G-F-0250-004-R0001,IL-MTFN-001-G-F-0250-004,Photographs of Prof. Max Kurein's Certificates,צילומי תעודות של פרופ' מקס קוריין: Fragebogen zur Durchführungdes Gesetzes zur Wiederherstellung des Berufsbeamtentums von 7 April 1933. שאלון 'להנחלת חוק קידום הפקידות המקצועית כפי שחוקק ב- 7 לאפריל 1933'.,Fotografien von Zertifikaten von Prof. Max Kurein: Fragebogen zur Durchführung des Gesetzes zur Wiederherstellung des Berufsbeamtentums vom 7. April 1933.,"Photographs of certificates of Prof. Max Kurein: Questionnaire for the implementation of the Law for the Restoration of the Professional Civil Service as enacted on April 7, 1933.",German,תעודה|Certificate,photography,copy,Max Kurein,1933-04-07,,,
IL-MTFN-001-G-F-0252-001-R0007,IL-MTFN-001-G-F-0252-001,Companies Ordinance Booklet,"חוברת, 'פקודת החברות, חברה מוגבלת במניות; הבנק האפותקאי הכללי של ארץ ישראל בע""מ; תזכיר ותקנות ההתאגדות'.","Broschüre, 'Gesellschaftsverordnung, Gesellschaft mit beschränkter Haftung; Allgemeine Hypothekenbank von Eretz Israel GmbH; Memorandum und Satzung der Gründung'.","Booklet, 'Companies Ordinance, Limited Company by Shares; The General Mortgage Bank of Eretz Israel Ltd.; Memorandum and Articles of Association'.",Hebrew,חוברת|Booklet,print,original,,,,,
IL-MTFN-001-G-F-0274-001-R0001,IL-MTFN-001-G-F-0274-001,German Passport of Käthe Sara Loewenstein,דרכון גרמני של Käthe Sara Loewenstein עליו התוספה ב-1.11.1939 האות J / Jude;,"Deutscher Pass von Käthe Sara Loewenstein, auf dem am 1.11.1939 der Buchstabe J / Jude hinzugefügt wurde.","German passport of Käthe Sara Loewenstein, with the letter J / Jew added on 1.11.1939.",German,תעודה|Certificate,print,original,Käthe Sara Loewenstein,,1939-11-01,,
IL-MTFN-001-G-F-0274-001-R0002,IL-MTFN-001-G-F-0274-001,Name Change Document for Loewenstein Adolf,מסמך אישור משנת 1935 לשינוי שם של Loewenstein Adolf ששינה את שמו ל; ראובן אבן ארי Reuben Even;Ari; מאוחר יותר הפך השם לאבאנרי Avnari. יליד 1910.,"Dokument aus dem Jahr 1935 zur Namensänderung von Loewenstein Adolf, der seinen Namen in Reuben Even Ari änderte; später wurde der Name zu Avnari. Geboren 1910.",Document from 1935 for the name change of Loewenstein Adolf who changed his name to Reuben Even Ari; later the name became Avnari. Born in 1910.,Hebrew,תעודה|Certificate,,original,Loewenstein Adolf,1935,,,
IL-MTFN-001-G-F-0274-001-R0004,IL-MTFN-001-G-F-0274-001,"German Passport of Rudolf Loewenstein, 1927",דרכון גרמני מ-1927 של Rudolf Loewenstein;,Deutscher Pass von 1927 von Rudolf Loewenstein,German passport from 1927 of Rudolf Loewenstein,German,תעודה|Certificate,print,original,Rudolf Loewenstein,1927,,,
IL-MTFN-001-G-F-0274-001-R0005,IL-MTFN-001-G-F-0274-001,"Passports of Reuben & Irmgard Loewenstein, 1939",שני דרכונים של ממשלת פלשתינה מ-1939 ל;Reuben & Irmgard Loewenstein;,Zwei Pässe der Regierung von Palästina aus dem Jahr 1939 für Reuben & Irmgard Loewenstein,Two passports of the Government of Palestine from 1939 for Reuben & Irmgard Loewenstein,Hebrew|Other,תעודה|Certificate,print,original,Reuben & Irmgard Loewenstein,1939,,,
IL-MTFN-001-G-F-0274-001-R0009,IL-MTFN-001-G-F-0274-001,"רשיון כניסה לנמל חיפה של ראובן לוינשטיין, 1949","רשיון כניסה לשטח נמל חיפה על מנת לעסוק בעבודה, של ראובן לוינשטיין משנת 1949;","Eintrittserlaubnis für den Hafen von Haifa, um dort zu arbeiten, von Reuven Lewinstein aus dem Jahr 1949.","Entry permit to the Haifa port area for work purposes, of Reuven Lewinstein from 1949.",Hebrew,תעודה|Certificate,,original,ראובן לוינשטיין,1949,,,
IL-MTFN-001-G-F-0274-001-R0015,IL-MTFN-001-G-F-0274-001,"Death Certificate of Felix Kauffmann, 1953",צילום תעודת הפטירה Felix Kauffmann ב-1953 בניו;יורק;,Fotografie der Sterbeurkunde von Felix Kauffmann im Jahr 1953 in New York.,Photograph of the death certificate of Felix Kauffmann in 1953 in New York.,Hebrew|German,תעודה|Certificate,photography,copy,Felix Kauffmann,1953,,,
IL-MTFN-001-G-F-0274-001-R0017,IL-MTFN-001-G-F-0274-001,Marriage Certificate of Emil Loewenstein and Käthe Erna Glaser,"תעודת הנישואין (במצב גרוע) של עו""ד Emil Loewenstein יליד 1878 עם Käthe Erna Glaser ילידת 1888 שנישאו ב-1909;","Die Heiratsurkunde (in schlechtem Zustand) von Rechtsanwalt Emil Loewenstein, geboren 1878, mit Käthe Erna Glaser, geboren 1888, die 1909 geheiratet haben.","The marriage certificate (in poor condition) of lawyer Emil Loewenstein, born in 1878, with Käthe Erna Glaser, born in 1888, who married in 1909.",German|עברית,כתובה|Ketubah,,original,Emil Loewenstein,1909,,,
IL-MTFN-001-G-F-0279-001-R0001,IL-MTFN-001-G-F-0279-001,Documents from German Authorities Regarding Thalheimer's Bank Account,שני מסמכים 1934 & 1935 מרשויות גרמניות בנושא: סחורה גרמנית תמורת הכסף בחשבון הבנק של היהודי תלהיימר.,Zwei Dokumente 1934 & 1935 von deutschen Behörden zum Thema: Deutsche Waren gegen das Geld auf dem Bankkonto des Juden Thalheimer.,Two documents 1934 & 1935 from German authorities on the subject: German goods in exchange for the money in the bank account of the Jew Thalheimer.,German,מסמך מתורגם|Translated Document,,original,Thalheimer,1934,,,
IL-MTFN-001-G-F-0290-003-R0001,IL-MTFN-001-G-F-0290-003,Certificates from Bielefeld (1914-1925) of Theodor Müller,"תעודות/אישורים מבילפלד Bielefeld מהשנים 1914;1925 של תאודור מילר; לנושא עריכת הדין והנוטר, חלקן כתובות ביד חלקן מודפסות.","Zertifikate/Bescheinigungen aus Bielefeld aus den Jahren 1914;1925 von Theodor Müller; zum Thema Rechtsanwalt und Notar, teils handgeschrieben, teils gedruckt.","Certificates/Approvals from Bielefeld from the years 1914;1925 of Theodor Müller; on the subject of law and notary, some handwritten, some typewritten.",German|Hebrew,תעודה|Certificate,,original,Theodor Müller,1914,1925,,
IL-MTFN-001-G-F-0290-003-R0003,IL-MTFN-001-G-F-0290-003,Prohibition of Court Appearance for Lawyer Müller,"4 לאפריל 1933 בילפלד, בשם ""הממונה על משרד המשפטים בפרוסיה מטעם הרייך"" אוסרים על עו""ד מילר להופיע בבית משפט. ההופעה בבית המשפט מותרת לעוה""ד קצנשטיין Katzenstein וקוזמן Cosmann בלבד.","4. April 1933 Bielefeld, im Namen des ""Beauftragten für das Justizministerium in Preußen im Auftrag des Reiches"" wird Rechtsanwalt Müller verboten, vor Gericht zu erscheinen. Der Auftritt vor Gericht ist nur den Anwälten Katzenstein und Cosmann gestattet.","April 4, 1933 Bielefeld, on behalf of the ""Commissioner for the Ministry of Justice in Prussia on behalf of the Reich"" lawyer Müller is prohibited from appearing in court. Court appearance is only permitted for lawyers Katzenstein and Cosmann.",German,הסכם|Agreement,typewriting,original,,1933-04-04,,,
IL-MTFN-001-G-F-0290-003-R0006,IL-MTFN-001-G-F-0290-003,Rejection of Legal Practice Request,29 לאפריל 1933 בקשתו נדחית; עריכת הדין אסורה עליו.,29. April 1933 Sein Antrag wird abgelehnt; ihm ist das Anwaltshandwerk verboten.,"April 29, 1933 His request is denied; practicing law is forbidden for him.",Hebrew,בקשה|Application,,other,,1933-04-29,,,
IL-MTFN-001-G-F-0290-003-R0007,IL-MTFN-001-G-F-0290-003,Official Notice to Theodor Miller,"15 לאפריל 1933 עו""ד תאודור מילר מקבל הודעה רשמית ששמו נמחק מרשימת עורכי הדין של הרייך.","Am 15. April 1933 erhält Rechtsanwalt Theodor Miller eine offizielle Mitteilung, dass sein Name aus der Liste der Rechtsanwälte des Reiches gestrichen wurde.","On April 15, 1933, Attorney Theodor Miller receives an official notice that his name has been removed from the list of lawyers of the Reich.",German,Letter,typewriting,original,Theodor Miller,1933-04-15,,,
IL-MTFN-001-G-F-0290-003-R0010,IL-MTFN-001-G-F-0290-003,Ketubah of Regina Hirsch and Theodor Miller,הכתובה של רגינה לבית הירש שנשאה לתאודור מילר.,"Die Ketubah von Regina geborene Hirsch, die Theodor Miller heiratete.",The Ketubah of Regina née Hirsch who married Theodor Miller.,Hebrew,כתובה|Ketubah,,original,Regina Hirsch|Theodor Miller,,,,
IL-MTFN-001-G-F-0290-003-R0011,IL-MTFN-001-G-F-0290-003,German and Israeli Passports from 1933,דרכונים גרמנים מ-1933 וישראלים.,Deutsche und israelische Pässe von 1933.,German and Israeli passports from 1933.,German|Hebrew,תעודה|Certificate,,original,,1933,,,
IL-MTFN-001-G-F-0290-003-R0014,IL-MTFN-001-G-F-0290-003,"Legal and Justice Booklet from Germany, 1953",חוברת מגרמניה מ-1953 בנושאי חוק ומשפט.,Broschüre aus Deutschland von 1953 über Recht und Gesetz.,Booklet from Germany from 1953 on law and justice.,German,חוברת|Booklet,print,original,,1953,1953,,
IL-MTFN-001-G-F-0303-001-R0002,IL-MTFN-001-G-F-0303-001,Contract Photograph between Kibbutz Ein Harod and Dr. Kellner,"צילום החוזה בין קיבוץ עין חרוד לד""ר קלנר ומשפחתו.",Fotografie des Vertrags zwischen dem Kibbuz Ein Harod und Dr. Kellner und seiner Familie.,Photograph of the contract between Kibbutz Ein Harod and Dr. Kellner and his family.,Hebrew|German,הסכם|Agreement,photography,copy,Dr. Kellner,,,,
IL-MTFN-001-G-F-0310-001-R0006,IL-MTFN-001-G-F-0310-001,"Contract on Freyhan Family Properties, 1832","1832, ברסלאו, חוזה על נכסים של משפחת פריהאן Freyhan;","1832, Breslau, Vertrag über das Eigentum der Familie Freyhan;","1832, Breslau, contract on the properties of the Freyhan family;",German,הסכם|Agreement,,original,Freyhan,1832,,,
IL-MTFN-001-G-F-0314-001-R0014,IL-MTFN-001-G-F-0314-001,Copy of Will of Raphael Fritz Aronstein,"22.11.1950, קרית ביאליק, העתק של צוואה של רפאל פריץ ארונשטיין, כתב יד, עברית","22.11.1950, Kiryat Bialik, Kopie des Testaments von Raphael Fritz Aronstein, Handschrift, Hebräisch","22.11.1950, Kiryat Bialik, copy of the will of Raphael Fritz Aronstein, handwritten, Hebrew",Hebrew,צוואה|Will,handwriting,copy,רפאל פריץ ארונשטיין,1950-11-22,,,
IL-MTFN-001-G-F-0324-001-R0006,IL-MTFN-001-G-F-0324-001,Ketubah of Anna Vershaur and Friedler,הכתובה של אנה ורשאור;פרידלר.,Die Ketubah von Anna Vershaur; Friedler.,The Ketubah of Anna Vershaur; Friedler.,Hebrew,כתובה|Ketubah,,original,Anna Vershaur,,,,
IL-MTFN-001-G-F-0324-001-R0007,IL-MTFN-001-G-F-0324-001,"Divorce Certificate 1940, Tel Aviv","תעודת הגירושין מ-1940, תל אביב.","Scheidungsurkunde von 1940, Tel Aviv.","Divorce certificate from 1940, Tel Aviv.",Hebrew,תעודה|Certificate,,original,,1940,,,
IL-MTFN-001-G-F-0324-001-R0010,IL-MTFN-001-G-F-0324-001,"Palestinian Passport for Anna Friedler, 1938",דרכון פלשתינאי לאנה פרידלר מ-1938; תעודת מסע/דרכון ישראלי עם החותמת 'כל הארצות פרט גרמניה'.,Palästinensischer Pass für Anna Friedler von 1938; Reisedokument/Israelischer Pass mit dem Stempel 'Alle Länder außer Deutschland'.,Palestinian passport for Anna Friedler from 1938; Travel document/Israeli passport with the stamp 'All countries except Germany'.,Hebrew|German,תעודת מסע|Passport,,original,Anna Friedler,1938,,,
IL-MTFN-001-G-F-0334-001-R0006,IL-MTFN-001-G-F-0334-001,Passport of Mina Rosenberg with Third Reich Stamp,"דרכון של מינה רוזנברג לבית כהן עם חותמת הרייך השלישי מ-1937, הונפק בברסלאו.","Reisepass von Mina Rosenberg, geborene Cohen, mit einem Stempel des Dritten Reichs von 1937, ausgestellt in Breslau.","Passport of Mina Rosenberg, née Cohen, with a stamp of the Third Reich from 1937, issued in Breslau.",German,תעודה|Certificate,print,original,Mina Rosenberg,1937,,,
IL-MTFN-001-G-F-0334-001-R0013,IL-MTFN-001-G-F-0334-001,Ketubah of Mina Cohen,כתובה של מינה לבית כהן.,Ketubah von Mina aus der Familie Cohen.,Ketubah of Mina from the Cohen family.,Hebrew,כתובה|Ketubah,handwriting,original,Mina Cohen,,,,
IL-MTFN-001-G-F-0341-001-R0008,IL-MTFN-001-G-F-0341-001,"British Mandate's Response to Residence Permit Extension Request, 1936","התיחסות המנדט הבריטי לבקשתם של: אמיל פוהורילה Emil Pohorille & האבר תאלר Xaver Thaller; שכינויו היה פרי Ferry. & היינה בראונהארט Heine Braunhart לבקשתם להארכת אישור שהייה בארץ ישראל, שנת 1936. השלושה היו טייסי דאונים שהגיעו במשלחת ממרכז אירופה להשתתף במכביה ה;II.","Die britische Mandatsverwaltung bezieht sich auf den Antrag von: Emil Pohorille & Xaver Thaller, dessen Spitzname Ferry war, & Heine Braunhart auf Verlängerung der Aufenthaltserlaubnis in Palästina, Jahr 1936. Die drei waren Segelflieger, die in einer Delegation aus Mitteleuropa zur Teilnahme an der II. Makkabiade kamen.","The British Mandate's response to the request of: Emil Pohorille & Xaver Thaller, whose nickname was Ferry, & Heine Braunhart for an extension of their residence permit in Palestine, year 1936. The three were glider pilots who came in a delegation from Central Europe to participate in the II Maccabiah.",Hebrew,Letter,,other,,1936,,,
